property_type,department,lat,lon,area_m2,price_cop
house,Bogotá D.C,4.672,-74.056,115.0,942000000.0
house,Bogotá D.C,4.685,-74.055,80.0,670000000.0
house,Bogotá D.C,4.702,-74.044,256.0,1300000000.0
house,Antioquia,6.439,-75.334,360.0,850000000.0
house,Bogotá D.C,4.669,-74.057,98.0,1011595000.0
house,Valle del Cauca,3.412,-76.558,108.0,250000000.0
house,Atlántico,11.004,-74.807,163.0,400000000.0
house,Bogotá D.C,4.699,-74.048,130.0,665000000.0
house,Atlántico,11.013,-74.943,105.0,290000000.0
house,Bogotá D.C,4.755,-74.039,112.0,390000000.0
house,Bogotá D.C,4.589,-74.084,98.0,229900000.0
house,Valle del Cauca,3.434358,-76.514471,400.0,330000000.0
apartment,Cundinamarca,4.6740064793,-74.0491990357,110.0,1100000000.0
house,Bogotá D.C,4.724,-74.042,321.0,1500000000.0
house,Bogotá D.C,4.7,-74.045,166.0,820000000.0
house,Bogotá D.C,4.716,-74.037,85.0,460000000.0
house,Bogotá D.C,4.682,-74.055,119.0,719999990.0
house,Bogotá D.C,4.683,-74.104,197.0,840000000.0
house,Bogotá D.C,4.624,-74.152,143.0,400000000.0
house,Cundinamarca,4.893,-74.003,220.0,1150000000.0
apartment,Cundinamarca,4.6546691063,-74.0489533162,220.0,1200000000.0
house,Bogotá D.C,4.746,-74.029,100.0,370000000.0
house,Valle del Cauca,3.566,-76.55,320.0,600000000.0
house,Bogotá D.C,4.59,-74.152,212.0,330000000.0
house,Bolívar,10.403,-75.506,127.0,1080000000.0
house,Bogotá D.C,4.699,-74.053,115.0,500000000.0
house,Bogotá D.C,4.672,-74.057,118.0,630000000.0
house,Bogotá D.C,4.696,-74.051,166.0,580000000.0
house,Valle del Cauca,3.453,-76.573,420.0,370000000.0
house,Bogotá D.C,4.732,-74.051,68.0,250000000.0
house,Bogotá D.C,4.745,-74.026,78.0,268000000.0
house,Bogotá D.C,4.58,-74.094,112.0,450000000.0
house,Bogotá D.C,4.726,-74.033,122.0,460000000.0
house,Atlántico,11.016,-74.819,111.0,300000000.0
house,Cundinamarca,4.855,-74.054,144.0,430000000.0
house,Cundinamarca,4.882,-74.018,440.0,1500000000.0
house,Bogotá D.C,4.622,-74.19,143.0,249900000.0
house,Bolívar,10.338,-75.426,254.0,800000000.0
house,Bogotá D.C,4.723,-74.028,92.0,480000000.0
house,Bogotá D.C,4.677,-74.042,115.0,920000000.0
house,Bogotá D.C,4.564,-74.103,72.0,255000000.0
house,Cundinamarca,4.583,-74.216,281.0,399900000.0
house,Bogotá D.C,4.67,-74.042,288.0,1600000000.0
house,Bogotá D.C,4.706,-74.029,119.0,480000000.0
house,Bogotá D.C,4.705,-74.043,120.0,750000000.0
house,Bogotá D.C,4.731,-74.042,214.0,780000000.0
house,Atlántico,11.005,-74.805,132.0,659400000.0
house,Risaralda,4.809,-75.691,320.0,297900000.0
house,Bogotá D.C,4.597,-74.076,83.0,800000000.0
house,Bogotá D.C,4.732,-74.053,80.0,289000000.0
house,Valle del Cauca,3.452,-76.532,130.0,285000000.0
house,Cundinamarca,4.875,-74.07,94.0,380000000.0
house,Bogotá D.C,4.695,-74.082,104.0,429999999.0
house,Bogotá D.C,4.714,-74.081,208.0,1200000000.0
house,Risaralda,4.812,-75.696,163.0,270000000.0
house,Valle del Cauca,3.43,-76.52,400.0,270000000.0
house,Bogotá D.C,4.711,-74.076,283.0,950000000.0
apartment,Antioquia,6.265346,-75.550962,244.0,245000000.0
house,Bogotá D.C,4.648,-74.072,170.0,600000000.0
house,Bogotá D.C,4.682,-74.099,67.0,330000000.0
house,Bogotá D.C,4.547,-74.154,150.0,780000000.0
house,Bogotá D.C,4.719,-74.044,109.0,505000000.0
house,Cundinamarca,,,240.0,750000000.0
house,Atlántico,11.001,-74.951,250.0,400000000.0
house,Bogotá D.C,4.768,-74.033,65.0,230000000.0
house,Atlántico,10.992,-74.805,90.0,320000000.0
house,Bogotá D.C,4.742,-74.042,410.0,1070000000.0
house,Valle del Cauca,3.262,-76.541,164.0,350000000.0
house,Atlántico,11.011,-74.923,200.0,520000000.0
house,Cundinamarca,4.861,-74.012,180.0,980000000.0
house,Cundinamarca,4.521,-74.594,110.0,290000000.0
house,Bogotá D.C,4.702,-74.053,97.0,560000000.0
house,Cundinamarca,4.863,-74.055,108.0,255510000.0
house,Bogotá D.C,4.617,-74.069,165.0,1200000000.0
house,Antioquia,6.253,-75.603,274.0,498000000.0
house,Bogotá D.C,4.708,-74.081,370.0,1150000000.0
house,Bogotá D.C,4.68,-74.056,73.0,550000000.0
house,Bogotá D.C,4.728,-74.028,166.0,890000000.0
house,Bogotá D.C,4.72,-74.04,75.0,379500000.0
house,Atlántico,10.998,-74.795,370.0,550000000.0
house,Atlántico,11.0,-74.822,121.0,250000000.0
house,Bogotá D.C,4.698,-74.065,105.0,500000000.0
house,Bogotá D.C,4.698,-74.046,75.0,360000000.0
house,Bogotá D.C,4.629,-74.117,80.0,1050000000.0
house,Bogotá D.C,4.678,-74.078,220.0,360000000.0
house,Bogotá D.C,4.674,-74.058,90.0,629999995.0
house,Quindío,4.624,-75.621,245.0,290000000.0
house,Bogotá D.C,4.682,-74.062,100.0,596550000.0
apartment,Santander,7.1228411922,-73.1110079701,82.0,372039555.0
house,Bogotá D.C,4.669,-74.04,245.0,1500000000.0
house,Atlántico,11.024,-74.861,147.0,458330959.0
house,Cundinamarca,4.891,-74.037,291.0,1450000000.0
house,Bogotá D.C,4.796,-74.067,198.0,980000000.0
house,Bogotá D.C,4.716,-74.042,104.0,340000000.0
house,Bogotá D.C,4.689,-74.051,111.0,440000000.0
house,Bogotá D.C,4.692,-74.041,158.0,720000000.0
house,Atlántico,11.008,-74.82,260.0,750000000.0
house,Bogotá D.C,4.706,-74.078,346.0,1330000000.0
house,Bogotá D.C,4.691,-74.044,123.0,680000000.0
house,Bolívar,10.454,-75.512,83.0,280000000.0
house,Bogotá D.C,4.677,-74.041,149.0,1353000000.0
house,Bogotá D.C,4.689,-74.105,120.0,1300000000.0
house,Cundinamarca,4.858,-74.05,116.0,325000000.0
house,Bogotá D.C,4.709,-74.032,72.0,380000000.0
house,Atlántico,10.993,-74.814,105.0,300000000.0
house,Bogotá D.C,4.725,-74.039,91.0,300000000.0
house,Bogotá D.C,4.719,-74.045,75.0,310000000.0
house,Bogotá D.C,4.743,-74.057,69.0,360000000.0
house,Bogotá D.C,4.717,-74.043,134.0,673000000.0
house,Antioquia,,,130.0,635000000.0
house,Atlántico,11.013,-74.823,78.0,260000000.0
house,Bogotá D.C,4.756,-74.07,140.0,550000000.0
house,Bogotá D.C,4.727,-74.025,266.0,1230000000.0
house,Bolívar,10.425,-75.532,115.0,400000000.0
house,Atlántico,11.004,-74.807,90.0,220000000.0
house,Bogotá D.C,4.603,-74.113,239.0,499900000.0
house,Bogotá D.C,4.701,-74.077,243.0,750000000.0
house,Bogotá D.C,4.695,-74.04,136.0,812000000.0
house,Bogotá D.C,4.716,-74.079,286.0,1400000000.0
house,Cundinamarca,4.865,-74.051,251.0,650000000.0
house,Atlántico,11.004,-74.807,146.0,235000000.0
house,Atlántico,10.992,-74.809,137.0,348000000.0
house,Bogotá D.C,4.709,-74.067,240.0,620000000.0
house,Bogotá D.C,4.743,-74.038,70.0,220000000.0
house,Bogotá D.C,4.697,-74.036,106.0,490000000.0
house,Bogotá D.C,4.655,-74.11,320.0,750000000.0
house,Bogotá D.C,4.619,-74.12,112.0,300000000.0
house,Bogotá D.C,4.601,-74.077,84.0,380000000.0
house,Cundinamarca,4.854,-74.072,445.0,1700000000.0
house,Valle del Cauca,3.333,-76.542,360.0,790000000.0
house,Atlántico,,,193.0,868500000.0
house,Antioquia,,,220.0,600000000.0
house,Bogotá D.C,4.697,-74.065,65.0,380000000.0
house,Caldas,5.049,-75.501,80.0,190000000.0
house,Bogotá D.C,4.605,-74.07,97.0,875000000.0
apartment,Santander,8.78833,-76.03556,245.0,550000000.0
house,Cundinamarca,4.902,-74.048,107.0,350000400.0
house,Bogotá D.C,4.708,-74.044,207.0,1562304000.0
house,Bogotá D.C,4.726,-74.036,67.0,325000000.0
house,Bogotá D.C,4.723,-74.115,125.0,590000000.0
house,Valle del Cauca,3.386,-76.518,139.0,355000000.0
house,Bolívar,10.396,-75.554,99.0,606150000.0
house,Bolívar,10.396,-75.554,113.0,715050000.0
house,Bogotá D.C,4.742,-74.027,110.0,480000000.0
house,Bogotá D.C,4.676,-74.054,96.0,780000000.0
house,Bogotá D.C,4.737,-74.058,90.0,450000000.0
house,Atlántico,11.0,-74.803,400.0,1600000000.0
house,Bogotá D.C,4.606,-74.101,103.0,320000000.0
house,Bogotá D.C,4.709,-74.027,200.0,1600000000.0
house,Bogotá D.C,4.731,-74.069,150.0,550000000.0
house,Valle del Cauca,3.461,-76.515,336.0,330000000.0
house,Bogotá D.C,4.757,-74.089,400.0,1500000000.0
house,Cundinamarca,4.835,-74.025,153.0,790000000.0
house,Bogotá D.C,4.639,-74.06,165.0,975000000.0
house,Valle del Cauca,3.414,-76.532,391.0,1200000000.0
house,Bogotá D.C,4.716,-74.029,231.0,1600000000.0
house,Atlántico,10.998,-74.831,84.0,210000000.0
house,Atlántico,10.998,-74.808,200.0,380000000.0
apartment,Santander,8.78833,-76.03556,157.0,580000000.0
house,Atlántico,11.0,-74.812,112.0,260000000.0
house,Bogotá D.C,4.6,-74.103,243.0,550000000.0
house,Atlántico,11.005,-74.833,115.0,300000000.0
house,Antioquia,6.061,-75.503,380.0,1259000000.0
house,Bogotá D.C,4.727,-74.078,245.0,1550000000.0
house,Bogotá D.C,4.669,-74.052,236.0,1700000000.0
house,Atlántico,11.02,-74.87,148.0,740300000.0
house,Atlántico,10.987,-74.79,95.0,275500000.0
house,Valle del Cauca,3.414,-76.532,166.0,360000000.0
house,Cundinamarca,4.9,-74.048,295.0,1270000000.0
house,Bogotá D.C,4.651,-74.07,320.0,630000000.0
house,Bogotá D.C,4.656,-74.061,250.0,1650000000.0
house,Bogotá D.C,4.688,-74.056,82.0,480000000.0
house,Cundinamarca,4.855,-74.054,144.0,430000000.0
house,Valle del Cauca,3.48,-76.517,120.0,246000000.0
house,Bogotá D.C,4.612,-74.173,195.0,1100000000.0
house,Bogotá D.C,4.63,-74.106,68.0,235000000.0
house,Valle del Cauca,3.262084,-76.541073,268.0,435000000.0
house,Bogotá D.C,4.755,-74.068,170.0,530000000.0
house,Bogotá D.C,4.704,-74.062,280.0,799900000.0
apartment,Santander,7.1199988,-73.1158104,84.0,360000000.0
house,Antioquia,6.228,-75.578,206.0,274900000.0
house,Atlántico,11.001,-74.809,200.0,710000000.0
house,Bogotá D.C,4.647,-74.085,72.0,310000000.0
house,Bogotá D.C,4.699,-74.079,320.0,900000000.0
house,Bolívar,10.429,-75.547,127.0,730000000.0
house,Bogotá D.C,4.69,-74.046,80.0,598188638.0
house,Bogotá D.C,4.729,-74.049,95.0,400000000.0
house,Atlántico,10.993,-74.814,103.0,285000000.0
house,Atlántico,11.004,-74.807,70.0,230000000.0
apartment,Magdalena,,,192.0,940000000.0
house,Bogotá D.C,4.69,-74.042,157.0,860000000.0
house,Bogotá D.C,4.741,-74.056,90.0,450000000.0
house,Bogotá D.C,4.75,-74.098,79.0,290000000.0
house,Atlántico,10.994,-74.816,71.0,227200000.0
house,Bogotá D.C,4.756,-74.039,130.0,420000000.0
house,Atlántico,11.015,-74.817,138.0,350000000.0
house,Bogotá D.C,4.709,-74.083,184.0,880000000.0
house,Bogotá D.C,4.712,-74.077,370.0,800000000.0
house,Bogotá D.C,4.639,-74.059,220.0,1400000000.0
house,Bogotá D.C,4.704,-74.027,110.0,630000000.0
house,Cundinamarca,4.865,-74.051,230.0,600000000.0
house,Bogotá D.C,4.654,-74.051,220.0,1600000000.0
house,Bogotá D.C,4.717,-74.029,109.0,630000000.0
house,Bogotá D.C,4.701,-74.029,151.0,950000000.0
house,Atlántico,10.997,-74.804,119.0,567498900.0
house,Boyacá,5.784,-73.116,130.0,575000000.0
house,Bogotá D.C,4.7,-74.03,380.0,1398000400.0
house,Bogotá D.C,4.624,-74.17,183.0,265000000.0
house,Bogotá D.C,4.67,-74.051,104.0,780000000.0
house,Atlántico,11.005,-74.807,100.0,300000000.0
house,Valle del Cauca,3.424,-76.52,225.0,220000000.0
house,Bogotá D.C,4.718,-74.027,243.0,1500000000.0
house,Atlántico,,,140.0,763000000.0
house,Bogotá D.C,4.706,-74.064,104.0,512000000.0
house,Atlántico,10.99,-74.821,205.0,500000000.0
house,Cundinamarca,4.899,-74.031,300.0,1380000000.0
house,Bogotá D.C,4.687,-74.044,83.0,430000001.0
house,Bogotá D.C,4.701,-74.039,210.0,800000000.0
house,Valle del Cauca,3.414,-76.532,286.0,289000000.0
house,Bogotá D.C,4.75,-74.098,68.0,265000000.0
house,Atlántico,11.016,-74.818,116.0,420000000.0
house,Bogotá D.C,4.678,-74.041,189.0,980000000.0
house,Atlántico,10.995,-74.814,105.0,300000000.0
house,Bogotá D.C,4.644,-74.073,375.0,1300000000.0
house,Bogotá D.C,4.719,-74.045,123.0,550000000.0
house,Bogotá D.C,4.689,-74.057,288.0,1100000000.0
house,Quindío,4.639,-75.57,200.0,1600000000.0
house,Valle del Cauca,3.272,-76.538,367.0,250000000.0
house,Valle del Cauca,3.381,-76.526,71.0,185300000.0
house,Bogotá D.C,4.676,-74.057,90.0,820000000.0
house,Valle del Cauca,3.486,-76.532,222.0,380000000.0
house,Bogotá D.C,4.726,-74.033,68.0,360000000.0
house,Bogotá D.C,4.697,-74.049,80.0,590000000.0
house,Bogotá D.C,4.639,-74.06,280.0,1200000000.0
apartment,Cundinamarca,0.0016549407,-5.02827e-05,120.0,590000000.0
house,Bogotá D.C,4.689,-74.043,87.0,630000000.0
house,Bogotá D.C,4.603,-74.153,108.0,220000000.0
house,Antioquia,6.253,-75.565,135.0,520000000.0
house,Cundinamarca,4.678,-73.978,156.0,460000000.0
house,Cundinamarca,4.867,-74.067,263.0,650000000.0
house,Bogotá D.C,4.724,-74.024,240.0,1100000000.0
house,Valle del Cauca,3.447,-76.491,175.0,195000000.0
house,Bogotá D.C,4.725,-74.065,165.0,630000000.0
house,Bogotá D.C,4.686,-74.05,83.0,590000000.0
house,Bogotá D.C,4.763,-74.043,84.0,303400000.0
house,Atlántico,11.017,-74.822,140.0,573180000.0
house,Cundinamarca,3.17944,-75.63861,256.0,1300000000.0
house,Bogotá D.C,4.678,-74.053,121.0,830000000.0
house,Bogotá D.C,4.748,-74.059,72.0,220000000.0
apartment,Bogotá D.C,4.68844,-74.055838,100.0,420000000.0
house,Bogotá D.C,4.686,-74.117,87.0,460000000.0
house,Bogotá D.C,4.719,-74.061,89.0,289000000.0
house,Quindío,4.551,-75.66,96.0,330000000.0
house,Atlántico,11.011,-74.837,80.0,265000000.0
house,Atlántico,10.964,-74.797,159.0,601583400.0
house,Bogotá D.C,4.735,-74.034,156.0,610000000.0
house,Bogotá D.C,4.732,-74.074,172.0,850000000.0
house,Bogotá D.C,4.706,-74.043,106.0,728229700.0
house,Atlántico,11.016,-74.824,198.0,670000000.0
house,Cundinamarca,4.891,-74.045,295.0,1200000000.0
house,Bogotá D.C,4.705,-74.076,171.0,750000000.0
house,Bogotá D.C,4.719,-74.044,117.0,379000000.0
house,Atlántico,11.013,-74.822,360.0,1500000000.0
house,Valle del Cauca,3.403,-76.54,347.0,370000000.0
house,Bogotá D.C,4.664,-74.047,158.0,1170000000.0
house,Cundinamarca,4.917,-74.025,305.0,980000000.0
house,Cundinamarca,4.865,-74.051,238.0,860000000.0
house,Bogotá D.C,4.701,-74.028,199.0,1590000000.0
house,Bogotá D.C,4.676,-74.08,346.0,800000000.0
house,Antioquia,6.492,-75.789,329.0,949900000.0
house,Bogotá D.C,4.732,-74.056,73.0,290000000.0
house,Atlántico,11.004,-74.807,245.0,590000000.0
house,Bogotá D.C,4.695,-74.038,118.0,510000000.0
house,Bogotá D.C,4.702,-74.029,179.0,830000000.0
house,Cundinamarca,4.297,-74.807,165.0,300000000.0
house,Atlántico,11.026,-74.864,114.0,330000000.0
house,Atlántico,11.005,-74.803,90.0,600000000.0
house,Risaralda,,,212.0,560000000.0
house,Valle del Cauca,3.346,-76.537,380.0,1080000000.0
house,Cundinamarca,4.917,-74.025,104.0,310000000.0
house,Bogotá D.C,4.62,-74.129,162.0,240000000.0
house,Bogotá D.C,4.699,-74.048,135.0,650000000.0
apartment,Magdalena,,,123.0,295000000.0
house,Cundinamarca,,,110.0,205000000.0
house,Bogotá D.C,4.686,-74.045,111.0,650000000.0
house,Meta,4.152,-73.638,140.0,290000000.0
house,Valle del Cauca,3.373,-76.551,330.0,200000000.0
house,Atlántico,,,248.0,1351763500.0
house,Bogotá D.C,4.702,-74.044,90.0,560000000.0
house,Bogotá D.C,4.61,-74.089,77.0,380000000.0
house,Bogotá D.C,4.709,-74.028,257.0,1700000000.0
house,Bogotá D.C,4.703,-74.112,171.0,320000000.0
house,Bogotá D.C,4.655,-74.05,178.0,1080000000.0
house,Valle del Cauca,3.458,-76.559,320.0,1100000000.0
house,Bogotá D.C,4.681,-74.043,140.0,1350000000.0
house,Atlántico,10.992,-74.829,94.0,320000000.0
house,Antioquia,6.21,-75.559,215.0,609900000.0
house,Bogotá D.C,4.731,-74.053,150.0,450000000.0
house,Bogotá D.C,4.705,-74.042,84.0,590000000.0
house,Bogotá D.C,4.699,-74.043,208.0,1200000000.0
house,Bogotá D.C,4.713,-74.047,144.0,630000000.0
house,Valle del Cauca,3.452,-76.532,200.0,240000000.0
house,Bogotá D.C,4.689,-74.058,300.0,1050000000.0
house,Atlántico,11.004,-74.806,354.0,900000000.0
house,Bogotá D.C,4.659,-74.05,202.0,1600000000.0
house,Cundinamarca,4.91,-74.027,164.0,450000000.0
house,Bogotá D.C,4.746,-74.065,106.0,480000000.0
house,Tolima,6.258435,-75.579147,250.0,780000000.0
house,Bogotá D.C,4.651,-74.081,172.0,774999990.0
house,Bogotá D.C,4.736,-74.057,129.0,460000000.0
house,Bogotá D.C,4.679,-74.049,120.0,780000000.0
house,Atlántico,10.995,-74.945,290.0,270000000.0
house,Valle del Cauca,3.452,-76.532,267.0,365000000.0
house,Bogotá D.C,4.704,-74.107,95.0,330000000.0
house,Bogotá D.C,4.618,-74.069,75.0,430000000.0
house,Atlántico,11.006,-74.827,208.0,1200000000.0
house,Cundinamarca,4.891,-74.041,222.0,1250000000.0
house,Bogotá D.C,4.68,-74.098,66.0,230000000.0
house,Bogotá D.C,4.661,-74.047,230.0,1380000000.0
house,Bogotá D.C,4.701,-74.033,140.0,588000000.0
house,Bogotá D.C,4.721,-74.026,220.0,1400000000.0
house,Bogotá D.C,4.73,-74.035,114.0,479000000.0
house,Bogotá D.C,4.617,-74.061,120.0,580000000.0
house,Bogotá D.C,4.69,-74.04,264.0,1275000000.0
house,Bogotá D.C,4.738,-74.033,116.0,450000000.0
house,Bogotá D.C,4.74,-74.034,165.0,465000000.0
house,Bogotá D.C,4.67,-74.043,293.0,1690000000.0
house,Bogotá D.C,4.631,-74.147,161.0,440000000.0
house,Bogotá D.C,4.742,-74.074,184.0,736000000.0
house,Bogotá D.C,4.73,-74.033,80.0,349000000.0
house,Bogotá D.C,4.701,-74.029,181.0,1320000000.0
house,Cundinamarca,4.967,-74.404,418.0,750000000.0
house,Cundinamarca,4.331,-74.368,182.0,537000000.0
house,Atlántico,11.013,-74.826,95.0,200000000.0
house,Bolívar,10.378582,-75.488116,110.0,450000000.0
house,Bogotá D.C,4.766,-74.064,157.0,730000000.0
house,Bogotá D.C,4.711,-74.026,230.0,1200000000.0
house,Bogotá D.C,4.732,-74.035,202.0,695000000.0
house,Bogotá D.C,4.765,-74.061,250.0,880000000.0
house,Bogotá D.C,4.622,-74.082,97.0,350000000.0
house,Antioquia,6.257,-75.602,147.0,300000000.0
house,Bogotá D.C,4.69,-74.061,291.0,1100000000.0
house,Bolívar,10.394,-75.561,80.0,460000000.0
house,Bogotá D.C,4.718,-74.027,170.0,960000000.0
house,Atlántico,11.002,-74.8,300.0,1300000000.0
house,Bogotá D.C,4.666,-74.135,77.0,224900000.0
house,Bogotá D.C,4.671,-74.043,154.0,1600000000.0
house,Atlántico,11.004,-74.807,142.0,430000000.0
house,Valle del Cauca,3.403,-76.535,250.0,350000000.0
house,Bogotá D.C,4.663,-74.059,95.0,620000000.0
house,Atlántico,10.9933868,-74.8053829,213.0,790000000.0
house,Bolívar,10.411,-75.55,300.0,880000000.0
house,Bogotá D.C,4.611,-74.071,165.0,450000000.0
house,Bogotá D.C,4.63,-74.106,68.0,235000000.0
house,Bogotá D.C,4.682,-74.057,109.0,595000000.0
house,Valle del Cauca,3.337,-76.53,329.0,800000000.0
house,Bogotá D.C,4.659,-74.047,182.0,1200000000.0
house,Bogotá D.C,4.715,-74.128,64.0,185000000.0
apartment,Cundinamarca,,,270.0,1500000000.0
apartment,Magdalena,,,234.0,400000000.0
house,Bogotá D.C,4.658,-74.049,184.0,1350000000.0
house,Valle del Cauca,3.452,-76.535,338.0,750000000.0
house,Bogotá D.C,4.755,-74.104,94.0,350000000.0
house,Atlántico,10.993,-74.797,115.0,240000000.0
house,Bogotá D.C,4.765,-74.05,102.0,390000000.0
house,Valle del Cauca,3.452,-76.532,245.0,650000000.0
house,Cundinamarca,4.991,-73.874,73.0,210000000.0
house,Atlántico,11.001,-74.789,76.0,269056600.0
house,Atlántico,10.997,-74.79,137.0,600000000.0
house,Valle del Cauca,3.465,-76.529,340.0,400000000.0
house,Bogotá D.C,4.697,-74.113,400.0,850000000.0
house,Bogotá D.C,4.746,-74.041,104.0,410000000.0
house,Bogotá D.C,4.619,-74.142,200.0,390000000.0
house,Bolívar,10.386,-75.495,91.0,270000000.0
house,Atlántico,11.005,-74.832,116.0,335000000.0
house,Bolívar,10.416,-75.53,93.0,320000000.0
house,Bogotá D.C,4.683,-74.053,142.0,1400000000.0
house,Bogotá D.C,4.659,-74.047,170.0,1000000000.0
apartment,Bogotá D.C,4.7251363,-74.0395596,95.0,349900000.0
house,Bogotá D.C,4.686,-74.055,147.0,950000000.0
house,Bogotá D.C,4.755,-74.041,93.0,342000000.0
house,Cundinamarca,4.918,-74.025,71.0,272000000.0
house,Antioquia,6.17,-75.587,65.0,379990000.0
house,Valle del Cauca,3.407,-76.515,400.0,320000000.0
house,Atlántico,11.009,-74.829,106.0,376300000.0
house,Bogotá D.C,4.651,-74.083,80.0,453000000.0
house,Bogotá D.C,4.702,-74.053,247.0,1050000000.0
house,Cundinamarca,4.85,-74.05,155.0,405555000.0
house,Bogotá D.C,4.682,-74.076,98.0,310000000.0
house,Atlántico,11.016,-74.818,184.0,657000000.0
house,Atlántico,10.99,-74.821,195.0,450000000.0
house,Atlántico,11.013,-74.811,130.0,441320000.0
house,Atlántico,11.016,-74.828,162.0,770000000.0
house,Atlántico,10.993,-74.817,213.0,370000000.0
house,Atlántico,11.024,-74.816,240.0,450000000.0
house,Cundinamarca,4.809,-74.105,166.0,400000000.0
house,Bogotá D.C,4.725,-74.079,208.0,1200000000.0
house,Bogotá D.C,4.635,-74.063,250.0,1600000000.0
house,Bolívar,10.404,-75.556,84.0,410000000.0
house,Cundinamarca,4.866,-74.064,66.0,284696807.0
house,Bogotá D.C,4.751,-74.066,85.0,345000000.0
house,Valle del Cauca,3.44,-76.521,240.0,215000000.0
house,Bogotá D.C,4.73,-74.049,111.0,500000000.0
house,Bogotá D.C,4.677,-74.041,144.0,1690000000.0
house,Atlántico,11.004,-74.807,198.0,788438000.0
house,Valle del Cauca,3.421,-76.522,137.0,300000000.0
house,Bogotá D.C,4.575,-74.163,326.0,429900000.0
house,Atlántico,11.004,-74.807,142.0,450000000.0
house,Bogotá D.C,4.702,-74.079,234.0,980000000.0
house,Bogotá D.C,4.665,-74.065,227.0,750000000.0
house,Cundinamarca,4.715,-74.213,100.0,240000000.0
house,Cundinamarca,4.331,-74.368,183.0,540000000.0
house,Bogotá D.C,4.724,-74.076,247.0,1700000000.0
house,Bogotá D.C,4.713,-74.03,214.0,1250000000.0
house,Bogotá D.C,4.717,-74.044,208.0,700000000.0
house,Valle del Cauca,3.368,-76.533,70.0,245000000.0
house,Bogotá D.C,4.672,-74.052,113.0,740000000.0
house,Antioquia,6.057394,-75.502792,193.0,450000000.0
house,Bogotá D.C,4.706,-74.057,97.0,470000000.0
house,Bogotá D.C,4.715,-74.077,249.0,1100000000.0
house,Valle del Cauca,3.478,-76.49,89.0,194000000.0
house,Valle del Cauca,3.452,-76.532,142.0,320000000.0
house,Cundinamarca,4.871,-74.038,330.0,1100000000.0
house,Valle del Cauca,3.345,-76.529,108.0,368798000.0
house,Bogotá D.C,4.681,-74.056,142.0,1056162000.0
house,Bogotá D.C,4.686,-74.066,79.0,550000000.0
house,Valle del Cauca,3.452,-76.532,200.0,398000000.0
house,Bogotá D.C,4.63,-74.062,93.0,520000000.0
house,Bogotá D.C,4.706,-74.082,130.0,450000000.0
house,Bogotá D.C,4.747,-74.05,99.0,298000000.0
house,Atlántico,11.006,-74.829,183.0,743379250.0
house,Atlántico,11.009,-74.835,108.0,450000000.0
house,Atlántico,10.896,-74.886,445.0,250000000.0
house,Boyacá,5.579,-73.647,179.0,750000000.0
apartment,Cundinamarca,4.6850213545,-74.0472870633,154.0,545000000.0
house,Cundinamarca,4.65,-73.992,350.0,1200000000.0
house,Atlántico,10.989,-74.82,77.0,185000000.0
house,Valle del Cauca,3.524,-76.711,176.0,280000000.0
house,Atlántico,10.998,-74.823,140.0,300000000.0
house,Bogotá D.C,4.678,-74.054,72.0,550000000.0
house,Bogotá D.C,4.675,-74.055,96.0,900000000.0
house,Atlántico,,,77.0,220000000.0
house,Bolívar,10.429,-75.547,105.0,650000000.0
house,Bogotá D.C,4.762,-74.065,288.0,1500000000.0
house,Bogotá D.C,4.752,-74.068,97.0,460000000.0
house,Bogotá D.C,4.688,-74.043,105.0,485000000.0
house,Bogotá D.C,4.698,-74.029,256.0,1300000000.0
house,Cundinamarca,4.634,-74.458,220.0,580000000.0
house,Bogotá D.C,4.668,-74.104,271.0,870000000.0
house,Valle del Cauca,3.466,-76.527,100.0,680000000.0
house,Bogotá D.C,4.705,-74.032,94.0,686350000.0
house,Bogotá D.C,4.676,-74.056,87.0,660000000.0
house,Bogotá D.C,4.82,-74.073,405.0,1500000000.0
house,Bogotá D.C,4.633,-74.087,88.0,360000000.0
house,Cundinamarca,,,240.0,289900000.0
house,Valle del Cauca,3.487,-76.508,112.0,215000000.0
house,Bogotá D.C,4.735,-74.037,201.0,470000000.0
house,Atlántico,11.016,-74.83,300.0,1350000000.0
house,Cundinamarca,4.85,-74.049,148.0,315000000.0
house,Bogotá D.C,4.731,-74.064,95.0,350000000.0
apartment,Antioquia,6.057394,-75.502792,98.0,530000000.0
house,Bogotá D.C,4.646,-74.083,136.0,680000000.0
house,Bogotá D.C,4.59,-74.175,79.0,390000000.0
house,Valle del Cauca,3.452,-76.532,96.0,290000000.0
house,Magdalena,11.234,-74.218,178.0,670000000.0
house,Caldas,5.043,-75.479,300.0,780000000.0
house,Cundinamarca,4.287,-74.805,268.0,1200000000.0
house,Valle del Cauca,3.421,-76.552,153.0,320000000.0
house,Bogotá D.C,4.681,-74.15,86.0,502000000.0
house,Bogotá D.C,4.7,-74.047,70.0,370000000.0
house,Bogotá D.C,4.746,-74.059,113.0,444900000.0
house,Atlántico,11.007,-74.819,93.0,292805000.0
house,Bogotá D.C,4.751,-74.052,137.0,535000000.0
house,Magdalena,11.208,-74.233,136.0,620000000.0
house,Cundinamarca,4.857,-74.067,230.0,550000000.0
house,Bogotá D.C,4.7,-74.044,105.0,480000000.0
house,Antioquia,6.157,-75.34,100.0,250000000.0
