property_type,department,lat,lon,area_m2,price_cop
house,Atlántico,11.015,-74.822,134.0,500000000.0
house,Bogotá D.C,4.695,-74.048,176.0,950000000.0
house,Cundinamarca,4.855,-74.069,447.0,1450000000.0
house,Bogotá D.C,4.685,-74.045,120.0,540000000.0
house,Cundinamarca,4.345,-74.362,197.0,750000000.0
house,Bogotá D.C,4.718,-74.078,238.0,954000000.0
house,Bogotá D.C,4.674,-74.063,256.0,720000000.0
house,Bogotá D.C,4.736,-74.081,73.0,220000000.0
house,Bogotá D.C,4.679,-74.057,71.0,480000000.0
house,Bogotá D.C,4.71,-74.048,64.0,280000000.0
house,Bogotá D.C,4.7,-74.061,85.0,319999995.0
house,Bogotá D.C,4.719,-74.044,130.0,495000000.0
house,Valle del Cauca,3.452,-76.532,142.0,410000000.0
house,Bogotá D.C,4.714,-74.121,128.0,380000000.0
house,Atlántico,11.014,-74.844,112.0,392000000.0
house,Bogotá D.C,4.7,-74.046,166.0,880000000.0
house,Bogotá D.C,4.643,-74.055,186.0,1000000000.0
house,Bogotá D.C,4.767,-74.067,240.0,780000000.0
house,Bogotá D.C,4.705,-74.059,84.0,300000000.0
house,Bogotá D.C,4.695,-74.119,90.0,320000000.0
house,Bolívar,10.379,-75.473,90.0,340000000.0
house,Cundinamarca,4.928,-74.051,270.0,1000000000.0
house,Atlántico,11.004,-74.807,145.0,380000000.0
house,Bogotá D.C,4.687,-74.054,72.0,484900000.0
house,Cundinamarca,,,400.0,1060000000.0
house,Bogotá D.C,4.674,-74.047,140.0,1350000000.0
house,Cundinamarca,4.721,-74.229,120.0,209900000.0
house,Bogotá D.C,4.679,-74.041,138.0,1100000000.0
house,Bogotá D.C,4.67,-74.076,331.0,1450000000.0
house,Cundinamarca,,,92.0,412000000.0
house,Caldas,5.07,-75.514,102.0,210000000.0
house,Bogotá D.C,4.725,-74.024,340.0,1220000000.0
house,Atlántico,11.004,-74.807,285.0,900000000.0
house,Bogotá D.C,4.693,-74.053,242.0,1500000000.0
house,Valle del Cauca,3.452,-76.532,198.0,980000000.0
apartment,Bogotá D.C,4.645851,-74.063437,190.0,1150000000.0
house,Cundinamarca,4.335,-74.369,183.0,320000000.0
house,Bogotá D.C,4.67,-74.109,246.0,870000000.0
house,Bogotá D.C,4.711,-74.026,195.0,980000000.0
house,Bogotá D.C,4.653,-74.146,187.0,1600000000.0
house,Valle del Cauca,3.463,-76.504,280.0,420000000.0
house,Bogotá D.C,4.714,-74.07,288.0,1300000000.0
house,Valle del Cauca,3.47,-76.527,327.0,380000000.0
house,Bogotá D.C,4.686,-74.044,98.0,450000000.0
house,Cundinamarca,4.721,-73.97,275.0,1500000000.0
house,Bogotá D.C,4.705,-74.044,187.0,1170000000.0
house,Atlántico,11.007,-74.831,118.0,435000000.0
house,Bogotá D.C,4.715,-74.049,128.0,420000000.0
house,Valle del Cauca,3.354,-76.537,250.0,600000000.0
house,Valle del Cauca,3.413,-76.529,110.0,220000000.0
house,Bogotá D.C,4.605,-74.085,112.0,570000000.0
house,Atlántico,10.982,-74.805,172.0,330000000.0
house,Cundinamarca,4.863,-74.064,110.0,370000000.0
house,Bogotá D.C,4.687,-74.068,168.0,670000000.0
house,Atlántico,11.016,-74.818,128.0,460000000.0
house,Atlántico,11.011,-74.836,87.0,306000000.0
house,Bogotá D.C,4.661,-74.046,224.0,1600000000.0
house,Valle del Cauca,3.366,-76.518,260.0,310000000.0
house,Cundinamarca,4.85,-74.077,250.0,900000000.0
house,Atlántico,11.022,-74.871,115.0,320000000.0
house,Bogotá D.C,4.715,-74.082,265.0,1450000000.0
house,Bogotá D.C,4.751,-74.052,183.0,570000000.0
house,Bogotá D.C,4.695,-74.082,82.0,390000000.0
house,Tolima,4.441,-75.222,347.0,244900000.0
house,Atlántico,11.017,-74.822,177.0,630000000.0
house,Bogotá D.C,4.627,-74.155,264.0,1056000000.0
house,Bogotá D.C,4.731,-74.038,102.0,460000000.0
house,Bogotá D.C,4.698,-74.04,79.0,496000000.0
house,Cundinamarca,4.333,-74.372,100.0,240000000.0
house,Valle del Cauca,3.328,-76.639,200.0,1000000000.0
house,Bolívar,10.39,-75.515,95.0,230000000.0
house,Risaralda,,,221.0,499000000.0
house,Cundinamarca,,,190.0,750000000.0
house,Bogotá D.C,4.657,-74.054,198.0,1500000000.0
house,Bogotá D.C,4.683,-74.05,166.0,1380000000.0
house,Cundinamarca,4.858,-74.05,130.0,315000000.0
house,Bogotá D.C,4.626,-74.152,390.0,695000000.0
house,Bogotá D.C,4.76,-74.039,66.0,219000000.0
house,Bogotá D.C,4.7,-74.051,76.0,468000000.0
house,Valle del Cauca,3.381,-76.526,72.0,189000000.0
house,Atlántico,10.965,-74.829,289.0,650000000.0
house,Cundinamarca,4.689,-73.985,320.0,1600000000.0
house,Cundinamarca,4.632,-74.463,76.0,340000000.0
house,Bogotá D.C,4.644,-74.127,82.0,330000000.0
house,Atlántico,11.011,-74.798,320.0,400000000.0
house,Bogotá D.C,4.678,-74.12,156.0,1495000000.0
house,Bogotá D.C,4.688,-74.049,90.0,560000000.0
house,Bogotá D.C,4.731,-74.034,68.0,280000000.0
house,Magdalena,11.235,-74.214,86.0,450000000.0
house,Bogotá D.C,4.697,-74.053,140.0,850000000.0
house,Cundinamarca,4.892,-74.048,295.0,1250000000.0
house,Bogotá D.C,4.708,-74.056,88.0,380000000.0
house,Valle del Cauca,3.452,-76.536,122.0,240000000.0
house,Bogotá D.C,4.702,-74.034,240.0,1190000000.0
house,Cundinamarca,4.874,-73.925,260.0,920000000.0
house,Atlántico,11.006,-74.806,163.0,480000000.0
house,Bogotá D.C,4.711,-74.072,321.0,1650000000.0
house,Bogotá D.C,4.755,-74.041,135.0,445000000.0
house,Bogotá D.C,,,200.0,560000000.0
house,Bogotá D.C,4.722,-74.032,93.0,300000000.0
house,Valle del Cauca,3.414,-76.532,290.0,350000000.0
house,Bogotá D.C,4.668,-74.122,198.0,990000000.0
house,Valle del Cauca,3.452,-76.532,374.0,1300000000.0
house,Atlántico,10.994,-74.816,68.0,217600000.0
house,Cundinamarca,4.616,-74.352,285.0,850000000.0
house,Bogotá D.C,4.735,-74.055,69.0,255000000.0
house,Bogotá D.C,4.688,-74.055,70.0,420000000.0
house,Bogotá D.C,4.619,-74.122,431.0,550000000.0
house,Meta,4.151,-73.638,300.0,750000000.0
house,Bogotá D.C,4.679,-74.056,120.0,650000000.0
house,Atlántico,11.01,-74.813,100.0,300000000.0
house,Bogotá D.C,4.72,-74.025,225.0,1550000000.0
house,Bogotá D.C,4.732,-74.039,76.0,250000000.0
house,Bogotá D.C,4.558,-74.124,370.0,360000000.0
house,Bogotá D.C,4.62,-74.132,78.0,285000000.0
house,Atlántico,11.023,-74.816,72.0,230000000.0
house,Bogotá D.C,4.567,-74.106,93.0,560000000.0
apartment,Magdalena,,,116.0,420000000.0
house,Bogotá D.C,4.735,-74.051,76.0,267000000.0
house,Valle del Cauca,3.427,-76.544,246.0,300000000.0
house,Bogotá D.C,4.728,-74.028,167.0,950000000.0
house,Bogotá D.C,4.696,-74.067,357.0,1100000000.0
house,Atlántico,11.015,-74.812,150.0,507620000.0
house,Valle del Cauca,3.262,-76.541,400.0,650000000.0
house,Valle del Cauca,3.448,-76.55,167.0,320000000.0
house,Bogotá D.C,4.676,-74.052,113.0,1150000000.0
house,Bogotá D.C,4.7,-74.051,78.0,505000000.0
house,Quindío,4.461,-75.667,380.0,1350000000.0
house,Atlántico,10.998,-74.797,170.0,310000000.0
house,Bogotá D.C,4.688,-74.052,164.0,750000000.0
house,Bogotá D.C,4.647,-74.08,234.0,850000000.0
house,Valle del Cauca,3.486,-76.525,235.0,335000000.0
house,Atlántico,10.984,-74.956,237.0,350000000.0
house,Valle del Cauca,3.397,-76.502,117.0,240000000.0
house,Valle del Cauca,3.479,-76.519,186.0,230000000.0
house,Atlántico,11.024,-74.885,196.0,650000000.0
house,Cundinamarca,4.917,-74.025,104.0,310000000.0
house,Bogotá D.C,4.669,-74.118,128.0,450000000.0
house,Bogotá D.C,4.633,-74.092,127.0,550000000.0
house,Bolívar,,,90.0,400000000.0
house,Bogotá D.C,4.764,-74.023,184.0,1455000000.0
house,Atlántico,10.99,-74.817,99.0,210000000.0
house,Bogotá D.C,4.747,-74.057,195.0,900000000.0
house,Atlántico,11.005,-74.833,116.0,280000000.0
house,Cundinamarca,4.715,-74.223,85.0,211900000.0
house,Bogotá D.C,4.61,-74.144,149.0,280000000.0
house,Bogotá D.C,4.72,-74.044,115.0,390000000.0
apartment,Bogotá D.C,4.727692,-74.074119,310.0,900000000.0
house,Bogotá D.C,4.747,-74.036,105.0,290000000.0
house,Valle del Cauca,3.413,-76.529,86.0,185000000.0
house,Bogotá D.C,4.681,-74.043,114.0,875000000.0
house,Bogotá D.C,4.706,-74.043,129.0,945550200.0
house,Bogotá D.C,4.743,-74.054,80.0,280000000.0
house,Valle del Cauca,3.402,-76.535,340.0,420000000.0
house,Cundinamarca,4.867,-74.064,146.0,450000000.0
house,Atlántico,11.004,-74.807,175.0,405000000.0
house,Bogotá D.C,4.75,-74.066,115.0,460000000.0
house,Quindío,4.554,-75.658,280.0,500000000.0
house,Bogotá D.C,4.592,-74.173,220.0,250000000.0
house,Bogotá D.C,4.687,-74.043,170.0,850000000.0
house,Bogotá D.C,4.651,-74.081,69.0,305000000.0
house,Valle del Cauca,3.465,-76.526,130.0,847600000.0
house,Valle del Cauca,3.436,-76.512,350.0,750000000.0
house,Atlántico,11.004,-74.807,250.0,1280000000.0
house,Bogotá D.C,4.7,-74.05,87.0,595000000.0
house,Bogotá D.C,4.699,-74.042,90.0,470000000.0
house,Bogotá D.C,4.664,-74.061,113.0,695000000.0
house,Bogotá D.C,4.698,-74.037,197.0,1050000000.0
house,Atlántico,11.016,-74.819,147.0,350000000.0
house,Bogotá D.C,4.695,-74.048,137.0,760000000.0
house,Atlántico,10.994,-74.802,325.0,1416000000.0
house,Atlántico,10.936,-74.824,445.0,1200000000.0
apartment,Santander,7.1228411922,-73.1110079701,71.0,328000000.0
house,Valle del Cauca,3.419,-76.524,230.0,300000000.0
house,Bogotá D.C,4.643,-74.089,103.0,398000000.0
house,Cundinamarca,4.712,-74.214,70.0,250000000.0
house,Bogotá D.C,4.689,-74.052,187.0,1280000000.0
apartment,Magdalena,,,102.0,412000000.0
house,Bogotá D.C,4.68,-74.048,75.0,520000000.0
house,Atlántico,11.014,-74.845,200.0,600000000.0
house,Valle del Cauca,3.412,-76.495,315.0,300000000.0
house,Bogotá D.C,4.764,-74.028,190.0,349000000.0
house,Cundinamarca,4.882,-74.018,250.0,1500000000.0
house,Bogotá D.C,4.695,-74.083,83.0,375000000.0
house,Bogotá D.C,4.712,-74.075,320.0,750000000.0
house,Caldas,5.067,-75.518,70.0,280000000.0
house,Bogotá D.C,4.679,-74.041,176.0,980000000.0
house,Bogotá D.C,4.629,-74.073,85.0,600000000.0
house,Atlántico,11.004,-74.807,90.0,320000000.0
house,Atlántico,,,148.0,800604000.0
house,Bogotá D.C,4.657,-74.049,126.0,1500000000.0
house,Bogotá D.C,4.543,-74.088,256.0,270000000.0
house,Atlántico,11.013,-74.836,71.0,260000000.0
house,Bogotá D.C,4.675,-74.055,95.0,730000000.0
house,Cundinamarca,4.717,-74.21,64.0,190000000.0
house,Valle del Cauca,3.452,-76.532,130.0,330000000.0
house,Bogotá D.C,4.677,-74.055,173.0,890000000.0
house,Bogotá D.C,4.699,-74.048,70.0,460000000.0
house,Valle del Cauca,3.319,-76.533,400.0,700000000.0
house,Bogotá D.C,4.709,-74.056,110.0,340000000.0
house,Valle del Cauca,3.383,-76.537,83.0,320000000.0
house,Bogotá D.C,4.733,-74.085,250.0,350000000.0
house,Cundinamarca,4.851,-74.064,68.0,260000000.0
house,Antioquia,6.253,-75.596,380.0,740000000.0
house,Atlántico,11.012,-74.809,385.0,1000000000.0
house,Bogotá D.C,4.692,-74.051,107.0,660000000.0
house,Atlántico,10.999,-74.817,103.0,298700000.0
house,Cundinamarca,4.925,-74.008,300.0,1100000000.0
house,Atlántico,11.011,-74.836,138.0,482000000.0
house,Atlántico,11.023,-74.869,73.0,225009708.0
house,Atlántico,10.999,-74.815,112.0,310000000.0
house,Atlántico,10.995,-74.796,259.0,1124000000.0
house,Bogotá D.C,4.577,-74.102,157.0,860000000.0
house,Cundinamarca,4.874,-74.051,277.0,670000000.0
house,Cundinamarca,4.871,-74.053,166.0,500000000.0
house,Valle del Cauca,3.769,-76.331,222.0,289900000.0
house,Valle del Cauca,3.469,-76.531,300.0,420000000.0
house,Atlántico,10.999,-74.803,215.0,600000000.0
house,Cundinamarca,4.865,-74.05,97.0,320000000.0
house,Bogotá D.C,4.695,-74.062,85.0,370000000.0
house,Atlántico,10.987,-74.824,145.0,310000000.0
house,Valle del Cauca,3.414,-76.532,265.0,650000000.0
house,Bogotá D.C,4.703,-74.034,215.0,1300000000.0
house,Bogotá D.C,4.707,-74.041,165.0,830000000.0
house,Bogotá D.C,4.688,-74.054,120.0,760000000.0
house,Bogotá D.C,4.687,-74.054,83.0,390000000.0
house,Atlántico,10.964,-74.772,200.0,290000000.0
house,Bogotá D.C,4.654,-74.104,82.0,330000000.0
house,Antioquia,6.21,-75.566,170.0,490000000.0
house,Bogotá D.C,4.771,-74.027,98.0,540000000.0
house,Atlántico,11.004,-74.807,121.0,250000000.0
house,Bogotá D.C,4.67,-74.08,250.0,850000000.0
house,Bogotá D.C,4.736,-74.06,127.0,650000000.0
house,Atlántico,10.987,-74.814,84.0,255000000.0
house,Atlántico,11.004,-74.807,80.0,340000000.0
house,Bogotá D.C,4.724,-74.023,207.0,1200000000.0
house,Bogotá D.C,4.685,-74.056,67.0,500000000.0
house,Caldas,5.07,-75.514,200.0,195000000.0
house,Atlántico,11.001,-74.951,120.0,240000000.0
house,Bogotá D.C,4.707,-74.031,117.0,620000000.0
house,Bogotá D.C,4.681,-74.062,285.0,1600000000.0
house,Bogotá D.C,4.573,-74.102,200.0,340000000.0
house,Atlántico,11.019,-74.814,111.0,280000000.0
house,Cundinamarca,4.854,-74.058,93.0,360000000.0
house,Bogotá D.C,4.729,-74.033,65.0,295000000.0
house,Bogotá D.C,4.661,-74.049,116.0,850000000.0
house,Bogotá D.C,4.759,-74.046,97.0,420000000.0
house,Antioquia,6.277,-75.55,191.0,350000000.0
house,Bogotá D.C,4.732,-74.052,69.0,220000100.0
house,Bogotá D.C,4.697,-74.069,252.0,850000000.0
house,Atlántico,11.015,-74.812,93.0,313820000.0
house,Bogotá D.C,4.637,-74.06,174.0,1200000000.0
house,Valle del Cauca,3.382,-76.519,300.0,500000000.0
house,Atlántico,10.998,-74.826,99.0,290000000.0
house,Bogotá D.C,4.718,-74.043,104.0,535000000.0
house,Bogotá D.C,4.695,-74.039,89.0,400000000.0
house,Bogotá D.C,4.727,-74.024,182.0,1100000000.0
house,Atlántico,11.013,-74.817,419.0,1600000000.0
apartment,Santander,8.78833,-76.03556,203.0,550000000.0
house,Atlántico,11.016,-74.802,112.0,337678930.0
house,Atlántico,11.011,-74.823,113.0,300000000.0
house,Bogotá D.C,4.707,-74.046,138.0,630000000.0
house,Valle del Cauca,3.444,-76.534,372.0,230000000.0
apartment,Cundinamarca,4.6582940384,-74.0667551251,167.0,425000000.0
house,Bogotá D.C,4.697,-74.03,90.0,510000000.0
house,Bogotá D.C,4.737,-74.053,243.0,590000000.0
house,Bogotá D.C,4.678,-74.054,88.0,747000000.0
house,Bogotá D.C,4.629,-74.145,260.0,640000000.0
apartment,Bogotá D.C,,,82.0,380000000.0
house,Bogotá D.C,4.7,-74.063,245.0,710000000.0
house,Tolima,,,278.0,450000000.0
house,Bogotá D.C,4.701,-74.039,137.0,630000000.0
house,Atlántico,11.017,-74.811,142.0,360000000.0
house,Bogotá D.C,4.725,-74.036,65.0,350000000.0
house,Atlántico,11.019,-74.81,112.0,250000000.0
house,Bogotá D.C,4.726,-74.036,68.0,350000000.0
house,Valle del Cauca,3.448,-76.535,435.0,1500000000.0
house,Bogotá D.C,4.736,-74.074,152.0,681000000.0
house,Bogotá D.C,4.653,-74.057,148.0,780000000.0
house,Bogotá D.C,4.644,-74.081,120.0,700000000.0
house,Bogotá D.C,4.672,-74.044,70.0,380000000.0
house,Bogotá D.C,4.74,-74.047,70.0,251000000.0
house,Bogotá D.C,4.611,-74.175,160.0,210000000.0
house,Atlántico,10.972,-74.802,90.0,240000000.0
house,Valle del Cauca,3.452,-76.532,76.0,300000000.0
apartment,Bogotá D.C,,,106.0,460000000.0
house,Bogotá D.C,4.743,-74.089,140.0,300000000.0
house,Bogotá D.C,4.602,-74.065,104.0,590000000.0
house,Bogotá D.C,4.687,-74.033,196.0,1500000000.0
house,Bogotá D.C,4.603,-74.077,74.0,244000000.0
house,Bogotá D.C,4.68,-74.04,110.0,950000000.0
house,Bogotá D.C,4.6,-74.197,70.0,210000000.0
house,Bogotá D.C,4.727,-74.063,82.0,345000000.0
house,Bogotá D.C,4.596,-74.146,65.0,200000000.0
house,Bogotá D.C,4.602,-74.064,121.0,780000000.0
house,Cundinamarca,4.88,-74.07,300.0,850000000.0
house,Atlántico,10.999,-74.822,164.0,190000000.0
house,Cundinamarca,4.853,-74.067,180.0,430000000.0
house,Bogotá D.C,4.669,-74.059,172.0,880000000.0
house,Bogotá D.C,4.69,-74.074,256.0,670000000.0
house,Bogotá D.C,4.677,-74.045,145.0,1480000000.0
house,Atlántico,11.016,-74.818,185.0,657000000.0
house,Bogotá D.C,4.612,-74.174,195.0,350000000.0
house,Valle del Cauca,3.416,-76.532,140.0,210000000.0
house,Bogotá D.C,4.643,-74.058,69.0,290000000.0
house,Antioquia,,,80.0,189000000.0
house,Bogotá D.C,4.728,-74.049,90.0,340000000.0
house,Cundinamarca,4.917,-74.025,112.0,325000000.0
house,Valle del Cauca,3.44,-76.543,100.0,250000000.0
house,Magdalena,11.24,-74.211,98.0,390000000.0
house,Atlántico,11.007,-74.806,140.0,350000000.0
apartment,Antioquia,6.249703,-75.592009,145.0,250000000.0
house,Bogotá D.C,4.685,-74.056,81.0,497000000.0
house,Bogotá D.C,4.7,-74.04,89.0,390000000.0
house,Bogotá D.C,4.564,-74.103,74.0,255000000.0
house,Quindío,4.461,-75.667,65.0,199000000.0
house,Atlántico,11.009,-74.834,110.0,420000000.0
house,Bogotá D.C,4.698,-74.045,90.0,550000000.0
house,Bogotá D.C,4.675,-74.051,156.0,1450000000.0
house,Bogotá D.C,4.702,-74.047,105.0,677000000.0
house,Cundinamarca,4.855,-74.054,170.0,470000000.0
house,Bogotá D.C,4.692,-74.054,65.0,525000000.0
house,Bogotá D.C,4.646,-74.063,74.0,392000000.0
house,Tolima,4.15,-74.733,260.0,350000000.0
house,Magdalena,,,178.0,990000000.0
house,Bogotá D.C,4.712,-74.078,81.0,430000000.0
house,Bogotá D.C,4.816,-74.031,400.0,1500000000.0
house,Atlántico,11.017,-74.811,210.0,360000000.0
house,Cundinamarca,5.308,-73.816,425.0,1100000000.0
apartment,Bogotá D.C,,,65.0,226000000.0
house,Atlántico,11.006,-74.824,281.0,900000000.0
house,Bogotá D.C,4.696,-74.036,103.0,430000000.0
house,Bogotá D.C,4.649,-74.085,220.0,950000000.0
house,Bogotá D.C,4.723,-74.04,80.0,360000000.0
house,Atlántico,10.986,-74.96,260.0,700000000.0
house,Bogotá D.C,4.696,-74.036,107.0,540000000.0
house,Bogotá D.C,4.669,-74.059,81.0,790000000.0
house,Bogotá D.C,4.52,-74.118,177.0,1000000000.0
house,Bogotá D.C,4.643,-74.077,130.0,450000000.0
house,Bogotá D.C,4.706,-74.04,104.0,753250000.0
house,Atlántico,10.97,-74.832,164.0,690000000.0
house,Bogotá D.C,4.759,-74.046,97.0,430000000.0
house,Valle del Cauca,3.891,-77.077,112.0,367510000.0
house,Bogotá D.C,4.705,-74.046,80.0,450000000.0
house,Bogotá D.C,4.715,-74.047,235.0,1100000000.0
house,Bogotá D.C,4.704,-74.052,165.0,1100000000.0
house,Bogotá D.C,4.757,-74.089,99.0,195000000.0
house,Cundinamarca,4.634,-74.458,220.0,580000000.0
house,Bogotá D.C,4.711,-74.072,69.0,250000000.0
house,Atlántico,11.017,-74.819,196.0,798291520.0
house,Atlántico,10.995,-74.803,338.0,550000000.0
house,Atlántico,11.013,-74.805,390.0,650000000.0
house,Atlántico,11.018,-74.819,86.0,200000000.0
house,Bogotá D.C,4.711,-74.076,130.0,730000000.0
house,Atlántico,11.016,-74.814,111.0,428257650.0
house,Atlántico,11.006,-74.806,195.0,560000000.0
house,Bogotá D.C,4.745,-74.068,75.0,310000000.0
house,Bogotá D.C,4.643,-74.079,108.0,350000000.0
apartment,Cundinamarca,,,108.0,390000000.0
house,Valle del Cauca,3.452,-76.532,300.0,370000000.0
house,Atlántico,10.971,-74.832,226.0,950000000.0
house,Valle del Cauca,3.422,-76.522,400.0,1500000000.0
house,Bogotá D.C,4.751,-74.066,85.0,342500000.0
apartment,Magdalena,11.239776,-74.212768,144.0,250000000.0
house,Bolívar,10.401,-75.555,156.0,700000000.0
house,Bogotá D.C,4.674,-74.047,154.0,950000000.0
house,Atlántico,11.017,-74.822,214.0,700000000.0
house,Valle del Cauca,3.386,-76.529,360.0,465000000.0
house,Valle del Cauca,3.414,-76.532,200.0,275000000.0
house,Bogotá D.C,4.699,-74.032,137.0,761750000.0
house,Bogotá D.C,4.648,-74.088,213.0,710000000.0
house,Valle del Cauca,3.452,-76.533,447.0,500000000.0
house,Atlántico,10.992,-74.815,100.0,320000000.0
house,Cundinamarca,4.706,-74.232,107.0,260000000.0
house,Atlántico,11.015,-74.822,134.0,500000000.0
house,Atlántico,11.005,-74.796,160.0,300000000.0
house,Bogotá D.C,4.705,-74.041,192.0,850000000.0
house,Bogotá D.C,4.656,-74.052,284.0,1650000000.0
house,Cundinamarca,4.868,-74.038,236.0,850000000.0
house,Cundinamarca,4.884,-73.874,120.0,390000000.0
house,Atlántico,10.8,-74.917,118.0,295000000.0
house,Bogotá D.C,4.735,-74.039,187.0,700000000.0
house,Cundinamarca,4.9,-74.045,115.0,390000200.0
house,Bogotá D.C,4.678,-74.056,89.0,750000000.0
house,Valle del Cauca,3.421,-76.521,260.0,420000000.0
house,Bogotá D.C,4.699,-74.041,74.0,430000000.0
house,Bolívar,10.422,-75.546,72.0,450000000.0
house,Bogotá D.C,4.687,-74.056,150.0,730000000.0
house,Atlántico,11.004,-74.813,72.0,198800000.0
house,Bogotá D.C,4.689,-74.049,180.0,900000000.0
house,Bogotá D.C,4.648,-74.083,200.0,1150000000.0
house,Atlántico,10.995,-74.814,105.0,218000000.0
house,Tolima,4.217,-74.69,187.0,780000000.0
house,Atlántico,11.013,-74.837,94.0,295000000.0
house,Quindío,4.559,-75.656,138.0,320000000.0
house,Bogotá D.C,4.666,-74.121,198.0,600000000.0
house,Bolívar,10.392,-75.475,175.0,390000000.0
house,Bogotá D.C,4.636,-74.071,87.0,521100000.0
house,Bogotá D.C,4.570868,-74.297333,130.0,279900000.0
house,Bogotá D.C,4.603,-74.078,335.0,219900000.0
house,Bogotá D.C,4.7,-74.051,100.0,670000000.0
house,Valle del Cauca,3.472,-76.509,75.0,1100000000.0
apartment,Bogotá D.C,4.600601,-74.0872439,77.0,310000000.0
house,Cundinamarca,4.86,-74.06,250.0,870000000.0
house,Bogotá D.C,4.692,-74.062,81.0,325000000.0
house,Valle del Cauca,3.277253,-76.518924,137.0,300000000.0
house,Bogotá D.C,4.703,-74.033,88.0,700000000.0
house,Atlántico,11.012,-74.823,293.0,900000000.0
house,Cundinamarca,4.585,-74.188,380.0,1700000000.0
house,Valle del Cauca,3.801,-76.641,300.0,800000000.0
house,Bogotá D.C,4.701,-74.069,198.0,1090000000.0
house,Bogotá D.C,4.724,-74.037,123.0,519000000.0
house,Valle del Cauca,3.414,-76.533,280.0,540000000.0
house,Bogotá D.C,4.685,-74.046,146.0,600000000.0
house,Atlántico,11.017,-74.837,170.0,610000000.0
house,Valle del Cauca,3.405,-76.509,350.0,450000000.0
house,Atlántico,10.99,-74.82,79.0,249674009.0
house,Bogotá D.C,4.679,-74.051,162.0,780000000.0
house,Atlántico,11.016,-74.859,241.0,850000000.0
house,Atlántico,11.023,-74.869,80.0,251089280.0
house,Valle del Cauca,3.345,-76.529,117.0,430000000.0
house,Bogotá D.C,4.709,-74.056,166.0,715000000.0
house,Bogotá D.C,4.731,-74.036,102.0,400000000.0
house,Atlántico,11.017,-74.823,130.0,350000000.0
house,Bogotá D.C,4.678,-74.043,98.0,950000000.0
house,Antioquia,6.145,-75.375,200.0,750000000.0
house,Bogotá D.C,4.709,-74.03,107.0,530000000.0
house,Bogotá D.C,4.697,-74.079,190.0,720000000.0
house,Atlántico,11.004,-74.807,210.0,710000000.0
house,Caldas,5.07,-75.514,230.0,700000000.0
house,Cundinamarca,4.965,-73.911,66.0,192000000.0
house,Bogotá D.C,4.698,-74.035,128.0,600000000.0
house,Bogotá D.C,4.738,-74.046,300.0,754900000.0
house,Atlántico,11.016,-74.814,126.0,265000000.0
house,Cundinamarca,4.809,-74.103,250.0,1100000000.0
house,Cundinamarca,4.301,-74.805,157.0,265000000.0
house,Bogotá D.C,4.731,-74.07,187.0,650000000.0
house,Cundinamarca,4.993,-74.333,83.0,350000000.0
house,Bogotá D.C,4.744,-74.064,100.0,390000000.0
house,Bogotá D.C,4.699,-74.076,149.0,590000000.0
apartment,Bolívar,10.3964469,-75.5525571,242.0,1360000000.0
house,Bogotá D.C,4.646,-74.069,160.0,800000000.0
house,Atlántico,10.985,-74.953,200.0,250000000.0
house,Valle del Cauca,3.452,-76.532,226.0,610000000.0
house,Atlántico,10.996,-74.82,294.0,1200000000.0
house,Valle del Cauca,3.379,-76.523,85.0,190000000.0
house,Bogotá D.C,4.659,-74.055,200.0,1450000000.0
house,Bogotá D.C,4.709,-74.083,184.0,880000000.0
house,Atlántico,11.013,-74.818,156.0,578214000.0
house,Bogotá D.C,4.707,-74.051,166.0,890000000.0
house,Valle del Cauca,3.444,-76.534,160.0,220000000.0
house,Bogotá D.C,4.732,-74.051,68.0,250000000.0
house,Bogotá D.C,4.669,-74.041,160.0,900000000.0
house,Bogotá D.C,4.705,-74.057,87.0,340000000.0
house,Bogotá D.C,4.767,-74.05,84.0,260000000.0
house,Bogotá D.C,4.732,-74.056,85.0,355000000.0
house,Bogotá D.C,4.672,-74.112,142.0,690000000.0
house,Bogotá D.C,4.641,-74.093,100.0,415000000.0
house,Valle del Cauca,3.432,-76.535,274.0,390000000.0
house,Valle del Cauca,,,340.0,500000000.0
house,Bogotá D.C,4.726,-74.025,170.0,1100000000.0
house,Cundinamarca,4.872,-74.044,180.0,470000000.0
house,Bogotá D.C,4.706,-74.04,158.0,1220300000.0
house,Bogotá D.C,4.795,-74.059,190.0,850000000.0
house,Bogotá D.C,4.72,-74.051,120.0,656123000.0
house,Bogotá D.C,4.697,-74.035,155.0,695000000.0
house,Bogotá D.C,4.643,-74.062,100.0,1080000000.0
house,Valle del Cauca,3.464,-76.527,165.0,325000000.0
house,Atlántico,10.996,-74.8,205.0,330000000.0
house,Valle del Cauca,3.138,-76.593,240.0,650000000.0
house,Cundinamarca,,,164.0,430000000.0
house,Valle del Cauca,3.412,-76.519,120.0,190000000.0
house,Atlántico,10.988,-74.953,120.0,240000000.0
house,Cundinamarca,4.865,-74.051,77.0,260000000.0
apartment,Cundinamarca,,,84.0,390000000.0
house,Antioquia,6.241,-75.592,140.0,349000000.0
apartment,Magdalena,,,122.0,590000000.0
house,Atlántico,11.012,-74.827,85.0,340000000.0
house,Bogotá D.C,4.735,-74.081,123.0,405000000.0
house,Cundinamarca,5.025,-74.031,167.0,750000000.0
house,Bogotá D.C,4.642,-74.138,98.0,430000000.0
