property_type,place_with_parent_names,lat-lon,area_m2,price_usd
house,|Colombia|Bogotá D.C|Suba|,"4.718,-74.078",238.0,322458.65
house,|Colombia|Bogotá D.C|Usaquén|,"4.721,-74.042",152.0,200903.55
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.822",134.0,182332.64
house,|Colombia|Tolima|Mariquita|,"5.2,-74.887",170.0,226227.53
house,|Colombia|Bogotá D.C|Suba|,"4.721,-74.055",84.0,116351.18
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.055",70.0,114126.72
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.818",270.0,236357.12
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.7,-74.052",304.0,540244.86
apartment,|Colombia|Bogotá D.C|,,89.0,162073.45
house,|Colombia|Bogotá D.C|Suba|,"4.7,-74.057",137.0,190773.96
house,|Colombia|Bogotá D.C|Suba|,"4.716,-74.096",210.0,262997.95
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.041",430.0,465961.19
apartment,|Colombia|Antioquia|,"6.057394,-75.502792",112.0,229604.06
house,|Colombia|Magdalena|Santa Marta|,,168.0,86776.83
house,|Colombia|Cundinamarca|Chía|,"4.847,-74.061",410.0,330899.98
apartment,|Colombia|Cundinamarca|,"4.7468380464,-74.0239756513",81.0,99429.13
house,|Colombia|Cundinamarca|Girardot|,"4.289,-74.782",215.0,388300.99
house,|Colombia|Valle del Cauca|Cali|,"3.469,-76.523",172.0,62465.81
house,|Colombia|Cundinamarca|Cota|,"4.808,-74.099",135.0,115814.99
house,|Colombia|Bogotá D.C|Suba|,"4.735,-74.058",86.0,102984.17
house,|Colombia|Cundinamarca|Chía|,"4.864,-74.049",365.0,303887.73
house,|Colombia|Bogotá D.C|Fontibón|,"4.67,-74.129",268.0,219474.47
house,|Colombia|Bogotá D.C|Suba|,"4.708,-74.082",138.0,246486.72
house,|Colombia|Cundinamarca|Chía|,"4.891,-74.041",168.0,151268.56
house,|Colombia|Atlántico|Puerto Colombia|,"11.029,-74.894",146.0,70907.13
house,|Colombia|Cundinamarca|La Mesa|,"4.632,-74.464",67.0,99042.75
house,|Colombia|Valle del Cauca|Cali|,"3.382,-76.524",115.0,70907.13
apartment,|Colombia|Antioquia|Medellín|,"6.243178,-75.566532",101.0,62465.81
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.803",198.0,145190.8
house,|Colombia|Bogotá D.C|Usaquén|,"4.685,-74.045",149.0,337653.04
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.04",80.0,134723.56
house,|Colombia|Cundinamarca|Girardot|,"4.297,-74.807",350.0,263369.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.031",179.0,435572.42
house,|Colombia|Cundinamarca|Zipaquirá|,"5.025,-74.004",155.0,158696.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.722,-74.034",75.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.044",99.0,138437.74
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.812",240.0,226227.53
house,|Colombia|Valle del Cauca|Cali|,"3.354,-76.542",300.0,162073.45
house,|Colombia|Bogotá D.C|Suba|,"4.751,-74.068",75.0,89478.05
house,|Colombia|Bogotá D.C|Suba|,"4.744,-74.085",74.0,81036.72
house,|Colombia|Cundinamarca|Villeta|,"5.005,-74.45",250.0,202591.82
house,|Colombia|Bogotá D.C|Usaquén|,"4.716,-74.032",280.0,398430.58
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.035",102.0,151943.86
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.577,-74.118",139.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.694,-74.08",84.0,141814.27
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.823",166.0,144942.29
house,|Colombia|Bogotá D.C|Usaquén|,"4.688,-74.055",155.0,324146.91
house,|Colombia|Valle del Cauca|Cali|,"3.419,-76.524",274.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.05",135.0,185709.17
house,|Colombia|Cundinamarca|Cota|,"4.808,-74.11",240.0,303887.73
house,|Colombia|Valle del Cauca|Cali|,"3.453,-76.545",314.0,236357.12
apartment,|Colombia|Cundinamarca|,,85.0,128915.02
house,|Colombia|Bogotá D.C|Chapinero|,"4.684,-74.049",95.0,243553.14
house,|Colombia|Bogotá D.C|Kennedy|,"4.64,-74.165",196.0,67496.84
house,|Colombia|Cundinamarca|Sopó|,"4.933,-73.97",300.0,489596.9
house,|Colombia|Antioquia|Medellín|Castilla|,,64.0,87789.79
house,|Colombia|Cundinamarca|Fusagasugá|,"4.345,-74.362",150.0,270122.43
house,|Colombia|Bogotá D.C|Puente Aranda|,"4.626,-74.092",220.0,438948.95
house,|Colombia|Valle del Cauca|Cali|,"3.366,-76.539",167.0,199215.29
house,|Colombia|Antioquia|,"6.057394,-75.502792",250.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.698,-74.066",150.0,209344.88
house,|Colombia|Bogotá D.C|Usaquén|,"4.73,-74.046",138.0,303887.73
house,|Colombia|Valle del Cauca|Cali|,"3.309,-76.534",388.0,270122.43
house,|Colombia|Bogotá D.C|Usaquén|,"4.723,-74.03",98.0,108048.97
house,|Colombia|Quindío|Armenia|,"4.456,-75.766",295.0,168826.52
house,|Colombia|Bogotá D.C|Suba|,"4.737,-74.077",262.0,371418.34
house,|Colombia|Valle del Cauca|Cali|,"3.458,-76.535",86.0,62465.81
house,|Colombia|Caldas|Manizales|,"5.074,-75.526",247.0,151943.86
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.051",97.0,164099.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.03",224.0,489596.9
house,|Colombia|Caldas|Manizales|,"5.067,-75.518",420.0,270122.43
house,|Colombia|Bogotá D.C|Usaquén|,"4.683,-74.049",106.0,253239.78
house,|Colombia|Bogotá D.C|Kennedy|,"4.615,-74.141",350.0,263369.37
house,|Colombia|Bogotá D.C|Chapinero|,"4.667,-74.045",127.0,471748.29
house,|Colombia|Quindío|Armenia|,"4.461,-75.667",189.0,128308.15
house,|Colombia|Atlántico|Barranquilla|,"10.976,-74.783",169.0,97919.38
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",94.0,91166.32
apartment,|Colombia|Cundinamarca|,"4.7092379653,-74.0413175645",208.0,428573.87
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.041",270.0,574010.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.049",119.0,192462.23
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.05",73.0,114802.03
house,|Colombia|Bogotá D.C|Usaquén|,"4.691,-74.042",98.0,221162.74
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",245.0,325835.18
house,|Colombia|Bogotá D.C|Suba|,"4.711,-74.072",100.0,195838.76
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.048",87.0,170514.78
house,|Colombia|Cundinamarca|Cajicá|,"4.937,-74.022",128.0,172203.05
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.053",161.0,329211.71
house,|Colombia|Valle del Cauca|Cali|,"3.394,-76.578",300.0,270122.43
house,|Colombia|Bogotá D.C|Chapinero|,"4.653,-74.063",64.0,102984.17
house,|Colombia|Caldas|Manizales|,"5.062,-75.505",155.0,70907.13
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.05",93.0,239733.65
house,|Colombia|Bogotá D.C|Suba|,"4.719,-74.11",129.0,178956.11
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.639,-74.068",364.0,438948.95
house,|Colombia|Atlántico|Barranquilla|,"10.992,-74.822",121.0,111425.5
house,|Colombia|Bogotá D.C|Suba|,"4.74,-74.065",107.0,128308.15
house,|Colombia|Bolívar|Cartagena|,"10.964,-74.797",123.0,222851.0
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.692,-74.062",155.0,175579.58
house,|Colombia|Bogotá D.C|Suba|,"4.693,-74.073",370.0,506479.56
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",182.0,212721.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.049",182.0,263369.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.722,-74.038",74.0,128983.46
house,|Colombia|Meta|Villavicencio|,"4.133,-73.633",119.0,95555.77
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.813",75.0,100958.25
house,|Colombia|Bogotá D.C|Engativa|,"4.713,-74.142",210.0,118178.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.701,-74.034",150.0,258304.57
house,|Colombia|Bogotá D.C|Usaquén|,"4.717,-74.034",128.0,182332.64
apartment,|Colombia|Cundinamarca|,"4.6927308211,-74.0426411899",91.0,188572.5
house,|Colombia|Bogotá D.C|Kennedy|,"4.623,-74.148",135.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.701,-74.035",220.0,320770.38
house,|Colombia|Antioquia|Rionegro|,"6.140373,-75.412345",230.0,185709.17
house,|Colombia|Bogotá D.C|Suba|,"4.67,-74.053",115.0,229604.06
house,|Colombia|Cundinamarca|Cajicá|,"4.92,-74.027",267.0,270122.43
house,|Colombia|Atlántico|Barranquilla|,"10.999,-74.798",159.0,205971.23
house,|Colombia|Antioquia|,"6.068183063,-75.3799438477",124.0,100620.6
house,|Colombia|Bogotá D.C|Chapinero|,"4.643,-74.058",88.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.816",201.0,185709.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.695,-74.037",123.0,158696.92
house,|Colombia|Valle del Cauca|Cali|,"3.413,-76.529",360.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.723,-74.024",210.0,297134.67
house,|Colombia|Atlántico|Barranquilla|,"10.999,-74.798",125.0,141814.27
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.053",166.0,574010.17
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.641,-74.075",264.0,232980.59
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.824",158.0,182332.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.695,-74.046",71.0,199215.29
house,|Colombia|Valle del Cauca|Cali|,"3.383,-76.527",78.0,92755.46
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",72.0,74283.66
house,|Colombia|Atlántico|Barranquilla|,"10.961,-74.792",273.0,128308.15
house,|Colombia|Bogotá D.C|Kennedy|,"4.61,-74.133",180.0,124931.62
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.822",91.0,114802.03
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.028",234.0,438948.95
house,|Colombia|Cundinamarca|Chía|,"4.863,-74.037",267.0,438948.95
house,|Colombia|Atlántico|Barranquilla|,"10.992,-74.809",197.0,91166.32
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.047",87.0,202591.82
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.649,-74.084",234.0,287005.08
house,|Colombia|Atlántico|Barranquilla|,"11.003,-74.797",380.0,229604.06
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.814",120.0,101295.91
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.638,-74.073",69.0,111425.5
house,|Colombia|Valle del Cauca|Cali|,"3.438,-76.544",423.0,104672.44
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.834",187.0,185709.17
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.68,-74.055",65.0,189085.7
house,|Colombia|Cundinamarca|Chía|,"4.852,-74.061",85.0,199215.29
house,|Colombia|Valle del Cauca|Cali|,"3.337,-76.53",320.0,287005.08
house,|Colombia|Cundinamarca|,,348.0,411430.92
house,|Colombia|Antioquia|,"6.057394,-75.502792",230.0,330899.98
house,|Colombia|Cundinamarca|Cajicá|,"4.892,-74.048",194.0,287005.08
apartment,|Colombia|Bogotá D.C|,,86.0,186046.82
house,|Colombia|Cundinamarca|La Calera|,,280.0,472714.25
house,|Colombia|Cundinamarca|Cajicá|,"4.917,-74.026",250.0,388300.99
house,|Colombia|Antioquia|Medellín|,"6.234,-75.593",183.0,128274.39
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.627,-74.095",337.0,229604.06
house,|Colombia|Bogotá D.C|Usaquén|,"4.709,-74.028",265.0,506479.56
house,|Colombia|Cundinamarca|Chía|,"4.87,-74.042",161.0,185709.17
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.818",135.0,138437.74
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.043",268.0,388300.99
house,|Colombia|Bogotá D.C|Usaquén|,"4.678,-74.055",71.0,195838.76
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.053",91.0,195501.11
house,|Colombia|Cundinamarca|Cajicá|,"4.896,-74.033",240.0,253239.78
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.679,-74.051",106.0,342717.83
house,|Colombia|Cundinamarca|Chía|,,199.0,162073.45
house,|Colombia|Cundinamarca|Chía|,"4.85,-74.054",160.0,178888.58
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.041",129.0,287005.08
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.014,-74.817",107.0,108048.97
house,|Colombia|Bogotá D.C|La Candelaria|,"4.598,-74.076",198.0,405183.64
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.699,-74.052",76.0,141814.27
house,|Colombia|Bogotá D.C|Suba|,"4.699,-74.077",146.0,209344.88
house,|Colombia|Cundinamarca|Agua de Dios|,"4.358,-74.69",420.0,128308.15
house,|Colombia|Bogotá D.C|Los Mártires|,"4.6,-74.099",192.0,168826.52
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",104.0,118178.56
house,|Colombia|Bogotá D.C|Suba|,"4.752,-74.063",98.0,97919.38
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",311.0,449569.37
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.819",147.0,130913.96
house,|Colombia|Valle del Cauca|Cali|,"3.402,-76.539",160.0,118178.56
house,|Colombia|Bolívar|Cartagena|,"10.397,-75.554",78.0,195288.72
house,|Colombia|Bogotá D.C|Chapinero|,"4.675,-74.057",117.0,438948.95
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.011,-74.816",320.0,270122.43
house,|Colombia|Bogotá D.C|Chapinero|,"4.665,-74.052",220.0,540244.86
house,|Colombia|Bogotá D.C|Suba|,"4.713,-74.084",370.0,540244.86
house,|Colombia|Bogotá D.C|Chapinero|,"4.674,-74.051",222.0,472714.25
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.532",323.0,118178.56
house,|Colombia|Bolívar|Cartagena|,"10.457,-75.509",137.0,222851.0
house,|Colombia|Antioquia|Guarne|,"6.345,-75.393",420.0,185709.17
house,|Colombia|Atlántico|Barranquilla|,"10.981,-74.798",126.0,74283.66
house,|Colombia|Valle del Cauca|Cali|,"3.451,-76.519",175.0,135061.21
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",285.0,371418.34
house,|Colombia|Magdalena|Santa Marta|,"11.211548,-74.224101",125.0,108048.97
house,|Colombia|Atlántico|Juan de Acosta|,"10.799,-74.921",162.0,175039.33
house,|Colombia|Bogotá D.C|Suba|,"4.721,-74.126",77.0,70907.13
house,|Colombia|Atlántico|Barranquilla|,"11.013,-74.837",140.0,145190.8
house,|Colombia|Valle del Cauca|Cali|,"3.441,-76.531",240.0,84413.26
house,|Colombia|Atlántico|Barranquilla|,"11.018,-74.808",100.0,101295.91
house,|Colombia|Atlántico|Barranquilla|,"11.006,-74.815",160.0,222553.87
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.031",89.0,124931.62
house,|Colombia|Atlántico|Barranquilla|,"10.995,-74.814",75.0,84480.89
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.05",124.0,293758.14
apartment,|Colombia|Cundinamarca|,"4.7055098106,-74.0473283825",75.0,192064.69
house,|Colombia|Bogotá D.C|Usaquén|,"4.712,-74.048",98.0,158696.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.041",178.0,185709.17
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.675,-74.053",100.0,263369.37
house,|Colombia|Bogotá D.C|Suba|,"4.713,-74.082",200.0,320770.38
house,|Colombia|Cundinamarca|Tabio|,"4.912,-74.09",182.0,320770.38
house,|Colombia|Bogotá D.C|Puente Aranda|,"4.627,-74.097",137.0,108048.97
house,|Colombia|Bogotá D.C|Chapinero|,"4.68,-74.04",110.0,320770.38
house,|Colombia|Cundinamarca|Cajicá|,"4.92,-74.027",295.0,479467.31
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.039",150.0,151943.86
house,|Colombia|Valle del Cauca|Jamundí|,"3.262,-76.541",174.0,133372.95
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",250.0,270122.43
house,|Colombia|Bogotá D.C|Suba|,"4.705,-74.068",125.0,195838.76
house,|Colombia|Tolima|Carmen de Apicalá|,"4.153,-74.715",369.0,253239.78
house,|Colombia|Bogotá D.C|Usaquén|,"4.687,-74.054",164.0,253239.78
house,|Colombia|Cundinamarca|Mosquera|,"4.707,-74.229",96.0,74283.66
house,|Colombia|Cundinamarca|Cajicá|,"4.893,-73.991",160.0,266745.9
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.787",127.0,114802.03
house,|Colombia|Bogotá D.C|Suba|,"4.734,-74.058",117.0,162073.45
house,|Colombia|Bogotá D.C|Los Mártires|,"4.589,-74.085",107.0,182332.64
house,|Colombia|Bogotá D.C|Chapinero|,"4.669,-74.045",236.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.703,-74.03",114.0,192462.23
house,|Colombia|Atlántico|Barranquilla|,"10.898,-74.898",379.0,253239.78
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.8",153.0,124931.62
house,|Colombia|Valle del Cauca|Cali|,"3.345,-76.529",118.0,136817.01
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.043",170.0,303887.73
house,|Colombia|Bogotá D.C|Fontibón|,"4.67,-74.116",99.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.055",250.0,489596.9
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.838",85.0,97919.38
house,|Colombia|Bogotá D.C|Chapinero|,"4.675,-74.055",130.0,297134.67
house,|Colombia|Bogotá D.C|Engativa|,"4.651,-74.081",137.0,124931.62
house,|Colombia|Valle del Cauca|Cali|,"3.421,-76.525",150.0,216097.94
house,|Colombia|Bogotá D.C|Suba|,"4.696,-74.081",100.0,131684.68
house,|Colombia|Bogotá D.C|Usaquén|,"4.722,-74.032",103.0,165449.99
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",104.0,135061.21
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.824",124.0,128308.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.732,-74.036",96.0,118178.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.031",205.0,371418.34
house,|Colombia|Valle del Cauca|Yumbo|,"3.561,-76.557",190.0,108048.97
house,|Colombia|Bogotá D.C|Usaquén|,"4.675,-74.049",104.0,270122.43
house,|Colombia|Cundinamarca|Cajicá|,"4.9,-74.051",220.0,253239.78
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.824",84.0,97919.38
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",200.0,106360.7
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.695,-74.063",120.0,128308.15
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",300.0,168826.52
house,|Colombia|Atlántico|Barranquilla|,"10.999,-74.798",136.0,183489.14
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.647,-74.096",200.0,236357.12
house,|Colombia|Bogotá D.C|Fontibón|,"4.659,-74.111",93.0,151943.86
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.688,-74.07",75.0,92854.58
apartment,|Colombia|Cundinamarca|,"4.7457504306,-74.0236611888",77.0,101143.43
house,|Colombia|Cundinamarca|La Vega|,"5.02,-74.343",160.0,202591.82
house,|Colombia|Valle del Cauca|Cali|,"3.426,-76.519",320.0,67530.6
house,|Colombia|Cundinamarca|Chía|,"4.891,-74.045",194.0,287005.08
house,|Colombia|Cundinamarca|Tabio|,"4.919,-74.097",310.0,330899.98
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",270.0,293758.14
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.806",140.0,87789.79
house,|Colombia|Bogotá D.C|Usaquén|,"4.769,-74.032",70.0,75971.93
house,|Colombia|Antioquia|,"6.1221214054,-75.4197692871",256.0,232980.59
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",67.0,75971.93
house,|Colombia|Bogotá D.C|Suba|,"4.744,-74.086",125.0,121555.09
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.821",95.0,77660.19
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.655,-74.1",236.0,320770.38
house,|Colombia|Bogotá D.C|Fontibón|,"4.681,-74.15",87.0,183683.25
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.829",190.0,131684.68
house,|Colombia|Valle del Cauca|Cali|,"3.462,-76.516",360.0,94542.85
house,|Colombia|Bogotá D.C|Kennedy|,"4.648,-74.132",270.0,178956.11
house,|Colombia|Bogotá D.C|Chapinero|,"4.665,-74.05",207.0,425442.83
house,|Colombia|Atlántico|Juan de Acosta|,"10.832,-75.037",302.0,151943.86
house,|Colombia|Bogotá D.C|Kennedy|,"4.619,-74.131",75.0,89478.05
house,|Colombia|Bogotá D.C|Chapinero|,"4.663,-74.026",180.0,371418.34
house,|Colombia|Bogotá D.C|Suba|,"4.743,-74.061",72.0,79348.46
house,|Colombia|Atlántico|Barranquilla|,"10.932,-74.797",102.0,104222.04
house,|Colombia|Valle del Cauca|Cali|,"3.473,-76.521",143.0,87789.79
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",100.0,105887.99
house,|Colombia|Valle del Cauca|,,160.0,165449.99
house,|Colombia|Bogotá D.C|Engativa|,"4.701,-74.132",209.0,104672.44
house,|Colombia|Quindío|Armenia|,"4.517,-75.716",255.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.804",104.0,173952.23
house,|Colombia|Cundinamarca|Cota|,"4.816,-74.1",126.0,145190.8
house,|Colombia|Boyacá|Tinjacá|,,255.0,270122.43
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.037",218.0,371418.34
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.04",106.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.718,-74.034",138.0,175579.58
house,|Colombia|Atlántico|Puerto Colombia|,"10.988,-74.959",385.0,320770.38
house,|Colombia|Atlántico|Barranquilla|,"10.984,-74.798",112.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.738,-74.043",72.0,79348.46
house,|Colombia|Bogotá D.C|Usaquén|,"4.71,-74.05",89.0,178956.11
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.695,-74.063",76.0,115530.68
house,|Colombia|Bogotá D.C|Santa Fe|,"4.638,-74.141",250.0,506378.26
house,|Colombia|Valle del Cauca|Cali|,"3.421,-76.517",142.0,300511.2
house,|Colombia|Bogotá D.C|Engativa|,"4.689,-74.1",220.0,64154.07
house,|Colombia|Bogotá D.C|Suba|,"4.724,-74.076",370.0,455831.6
house,|Colombia|Cundinamarca|Chía|,"4.867,-74.064",146.0,151943.86
house,|Colombia|Bogotá D.C|Suba|,"4.715,-74.067",176.0,151943.86
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",200.0,270122.43
house,|Colombia|Valle del Cauca|Cali|,"3.405,-76.525",305.0,138437.74
house,|Colombia|Bogotá D.C|Usaquén|,"4.697,-74.043",187.0,270122.43
house,|Colombia|Magdalena|Santa Marta|,,100.0,111425.5
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.677,-74.056",160.0,371418.34
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.835",120.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.823",166.0,144489.84
house,|Colombia|Cundinamarca|Sopó|,"4.908,-73.94",380.0,574010.17
apartment,|Colombia|Cundinamarca|,"4.7242745603,-74.0313112753",98.0,137143.64
house,|Colombia|Atlántico|Barranquilla|,"11.023,-74.869",137.0,155260.13
house,|Colombia|Bogotá D.C|Los Mártires|,"4.598,-74.1",260.0,253239.78
house,|Colombia|Bogotá D.C|Suba|,"4.701,-74.062",363.0,216097.94
house,|Colombia|Antioquia|,"6.1221214054,-75.4197692871",395.0,303887.73
house,|Colombia|Cundinamarca|Soacha|,"4.588,-74.192",86.0,253239.78
apartment,|Colombia|Cundinamarca|,,146.0,464574.08
house,|Colombia|Bogotá D.C|La Candelaria|,"4.598,-74.076",420.0,104672.44
house,|Colombia|Bogotá D.C|Usaquén|,"4.685,-74.047",95.0,168826.52
house,|Colombia|Valle del Cauca|Cali|,"3.436,-76.519",350.0,185709.17
house,|Colombia|Bogotá D.C|Suba|,"4.709,-74.066",333.0,314017.32
house,|Colombia|Bogotá D.C|Suba|,"4.746,-74.07",140.0,234668.86
house,|Colombia|Valle del Cauca|Cali|,"3.461,-76.523",400.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.718,-74.054",240.0,229604.06
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.629,-74.08",122.0,141780.51
house,|Colombia|Bogotá D.C|Suba|,"4.698,-74.058",192.0,258304.57
house,|Colombia|Cundinamarca|Cajicá|,"4.896,-74.029",165.0,259992.84
house,|Colombia|Bogotá D.C|Chapinero|,"4.659,-74.048",116.0,354535.69
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.832",118.0,104672.44
house,|Colombia|Bogotá D.C|Chapinero|,"4.719,-74.11",111.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.74,-74.063",71.0,102984.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.755,-74.038",78.0,107711.32
house,|Colombia|Atlántico|Barranquilla|,"10.988,-74.785",335.0,158696.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.041",229.0,432195.89
house,|Colombia|Bogotá D.C|San Cristobal|,"4.565,-74.099",182.0,455831.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.028",113.0,189085.7
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",95.0,67530.6
house,|Colombia|Quindío|La Tebaida|,"4.454,-75.792",221.0,219474.47
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.063",123.0,177267.84
house,|Colombia|Bogotá D.C|Usaquén|,"4.759,-74.042",67.0,75971.93
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.032",83.0,140126.01
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.004,-74.807",107.0,94542.85
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.04",80.0,108048.97
house,|Colombia|Bogotá D.C|Usaquén|,"4.694,-74.039",142.0,286701.19
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.626,-74.085",320.0,330899.98
house,|Colombia|Atlántico|Barranquilla|,"10.992,-74.813",388.0,205968.35
house,|Colombia|Bogotá D.C|Usaquén|,"4.746,-74.029",100.0,131684.68
house,|Colombia|Antioquia|Santafé de Antioquia|,"6.557,-75.827",300.0,270122.43
house,|Colombia|Cundinamarca|Chía|,"4.85,-74.05",190.0,158696.92
