property_type,department,lat,lon,area_m2,price_usd
house,Bogotá D.C,4.646,-74.054,149.0,"$528,427.00"
house,Valle del Cauca,3.276,-76.513,112.0,"$75,971.93"
house,Cundinamarca,4.92,-74.027,297.0,"$330,899.98"
house,Atlántico,10.991,-74.819,235.0,"$162,073.45"
house,Valle del Cauca,3.452,-76.532,79.0,"$348,305.99"
house,Bogotá D.C,4.653,-74.052,140.0,"$276,875.49"
house,Atlántico,11.002,-74.809,297.0,"$270,122.43"
house,Cundinamarca,4.865,-74.065,126.0,"$151,943.86"
house,Atlántico,10.971,-74.802,154.0,"$118,178.56"
house,Bogotá D.C,4.686,-74.045,230.0,"$405,183.64"
house,Bogotá D.C,4.744,-74.028,67.0,"$72,595.40"
house,Bogotá D.C,4.675,-74.042,150.0,"$283,628.55"
house,Atlántico,10.991,-74.813,280.0,"$155,489.22"
house,Bogotá D.C,4.686,-74.055,145.0,"$320,770.38"
house,Bogotá D.C,4.722,-74.026,83.0,"$162,073.45"
house,Atlántico,10.975,-74.79,168.0,"$108,048.97"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Cundinamarca,4.869,-74.044,200.0,"$506,479.56"
house,Bogotá D.C,4.728,-74.038,101.0,"$133,372.95"
house,Bogotá D.C,4.699,-74.037,173.0,"$270,122.43"
house,Valle del Cauca,3.414,-76.532,204.0,"$118,178.56"
house,Cundinamarca,4.846,-74.06,158.0,"$189,085.70"
house,Bogotá D.C,4.707,-74.062,300.0,"$287,005.08"
house,Bogotá D.C,4.696,-74.041,95.0,"$131,684.68"
house,Antioquia,6.227,-75.262,230.0,"$168,826.52"
house,Bogotá D.C,4.707,-74.029,112.0,"$195,838.76"
house,Bogotá D.C,4.707,-74.063,84.0,"$121,555.09"
house,Bogotá D.C,4.59,-74.175,86.0,"$123,243.36"
house,Cundinamarca,4.918,-74.025,120.0,"$118,178.56"
apartment,Cundinamarca,,,130.0,"$318,858.96"
house,Bogotá D.C,4.745,-74.033,110.0,"$126,619.89"
house,Bogotá D.C,4.691,-74.054,81.0,"$162,073.45"
house,Valle del Cauca,3.438,-76.516,120.0,"$96,231.11"
house,Bogotá D.C,4.644,-74.053,120.0,"$226,227.53"
house,Bogotá D.C,4.683,-74.056,150.0,"$278,563.75"
house,Bogotá D.C,4.598,-74.076,77.0,"$121,521.32"
house,Caldas,5.04,-75.431,312.0,"$232,980.59"
house,Bogotá D.C,4.671,-74.064,348.0,"$303,887.73"
house,Cundinamarca,4.279,-74.769,71.0,"$74,621.32"
house,Bogotá D.C,4.598,-74.076,118.0,"$219,474.47"
house,Valle del Cauca,3.37,-76.524,78.0,"$74,283.66"
house,Quindío,4.559,-75.654,110.0,"$65,842.34"
house,Cundinamarca,4.912,-74.018,320.0,"$455,831.60"
house,Bogotá D.C,4.681,-74.046,105.0,"$268,434.16"
house,Bogotá D.C,4.682,-74.055,90.0,"$172,203.05"
house,Bogotá D.C,4.702,-74.027,234.0,"$455,831.60"
house,Caldas,5.06,-75.509,210.0,"$101,295.91"
house,Cundinamarca,4.916,-74.017,86.0,"$101,295.91"
house,Bogotá D.C,4.739,-74.027,110.0,"$141,814.27"
house,Atlántico,11.006,-74.829,151.0,"$179,558.09"
house,Bogotá D.C,4.699,-74.032,150.0,"$168,826.52"
house,Bogotá D.C,4.704,-74.04,220.0,"$567,257.10"
house,Bogotá D.C,4.733,-74.075,151.0,"$243,110.18"
house,Antioquia,6.1309968146,-75.5014801025,282.0,"$388,300.99"
house,Valle del Cauca,3.47,-76.532,264.0,"$84,413.26"
house,Valle del Cauca,3.434,-76.542,180.0,"$81,036.72"
house,Valle del Cauca,3.415,-76.533,167.0,"$111,425.50"
house,Tolima,4.153,-74.715,398.0,"$205,968.35"
house,Bogotá D.C,4.708,-74.032,82.0,"$185,709.17"
house,Bogotá D.C,4.691,-74.053,77.0,"$162,073.45"
house,Antioquia,6.24,-75.58,120.0,"$96,231.11"
house,Atlántico,10.987,-74.8,225.0,"$155,320.39"
house,Cundinamarca,4.918,-74.025,250.0,"$506,479.56"
house,Bogotá D.C,4.705,-74.025,69.0,"$72,595.40"
house,Bogotá D.C,4.699,-74.048,116.0,"$202,591.82"
house,Bogotá D.C,4.709,-74.049,71.0,"$143,502.54"
house,Bogotá D.C,4.659,-74.075,115.0,"$219,474.47"
house,Bogotá D.C,4.713,-74.082,174.0,"$261,681.10"
house,Bogotá D.C,4.706,-74.043,112.0,"$291,045.97"
house,Bogotá D.C,,,196.0,"$405,183.64"
house,Atlántico,11.016,-74.824,130.0,"$131,684.68"
house,Bogotá D.C,4.715,-74.068,129.0,"$131,684.68"
apartment,Cundinamarca,,,150.0,"$262,287.21"
house,Bogotá D.C,4.711,-74.072,145.0,"$270,122.43"
house,Valle del Cauca,3.486,-76.532,290.0,"$135,061.21"
house,Atlántico,11.011,-74.825,350.0,"$405,183.64"
apartment,Cundinamarca,,,72.0,"$108,048.97"
house,Bogotá D.C,4.699,-74.052,71.0,"$128,308.15"
house,Atlántico,11.003,-74.812,150.0,"$118,178.56"
house,Cundinamarca,4.87,-74.057,69.0,"$86,101.52"
house,Valle del Cauca,3.465,-76.499,110.0,"$63,141.11"
house,Bogotá D.C,4.737,-74.058,90.0,"$119,866.82"
house,Caldas,5.07,-75.514,99.0,"$99,607.64"
house,Bogotá D.C,4.677,-74.042,150.0,"$303,887.73"
house,Cundinamarca,4.867,-74.046,186.0,"$158,696.92"
house,Atlántico,11.02,-74.869,115.0,"$108,048.97"
house,Atlántico,10.99,-74.797,404.0,"$287,005.08"
house,Bogotá D.C,4.727,-74.076,200.0,"$229,604.06"
house,Bogotá D.C,4.696,-74.046,143.0,"$276,875.49"
house,Bogotá D.C,4.747,-74.055,95.0,"$101,295.91"
house,Cundinamarca,4.865,-74.051,152.0,"$155,320.39"
house,Bogotá D.C,4.682,-74.062,78.0,"$177,605.49"
house,Valle del Cauca,3.255,-76.563,120.0,"$94,542.85"
apartment,Bolívar,,,73.0,"$84,413.26"
house,Bogotá D.C,4.701,-74.029,125.0,"$403,508.21"
house,Valle del Cauca,3.914,-76.301,151.0,"$64,154.07"
house,Antioquia,6.172,-75.334,280.0,"$378,171.40"
house,Valle del Cauca,3.414,-76.532,248.0,"$84,413.26"
house,Cundinamarca,4.809,-74.103,207.0,"$287,005.08"
house,Cundinamarca,4.918,-74.025,92.0,"$116,490.29"
house,Bogotá D.C,4.717,-74.034,85.0,"$141,814.27"
house,Bogotá D.C,4.602,-74.19,170.0,"$74,283.66"
house,Bogotá D.C,4.644,-74.079,110.0,"$131,684.68"
house,Caldas,5.046,-75.484,178.0,"$124,931.62"
house,Bogotá D.C,4.694,-74.052,132.0,"$199,215.29"
house,Bogotá D.C,4.725,-74.061,87.0,"$151,943.86"
house,Bogotá D.C,4.728,-74.118,66.0,"$165,449.99"
house,Cundinamarca,5.061,-75.87,223.0,"$178,956.11"
house,Valle del Cauca,3.656,-76.688,325.0,"$87,789.79"
house,Bogotá D.C,4.677,-74.054,110.0,"$356,561.61"
house,Valle del Cauca,3.445,-76.553,210.0,"$118,178.56"
house,Bogotá D.C,4.654,-74.055,138.0,"$236,357.12"
house,Bogotá D.C,4.752,-74.063,99.0,"$107,711.32"
house,Bolívar,10.4,-75.521,75.0,"$67,530.60"
house,Bogotá D.C,4.7,-74.045,167.0,"$283,628.55"
house,Bogotá D.C,4.792,-74.052,131.0,"$219,136.82"
house,Atlántico,11.004,-74.807,240.0,"$293,758.14"
house,Valle del Cauca,,,82.0,"$151,943.86"
house,Bogotá D.C,4.672,-74.04,219.0,"$472,714.25"
house,Bogotá D.C,4.68,-74.067,243.0,"$253,239.78"
house,Bogotá D.C,4.595,-74.096,330.0,"$219,136.82"
house,Bogotá D.C,4.677,-74.045,220.0,"$546,997.92"
house,Atlántico,11.021,-74.848,400.0,"$438,948.95"
house,Bogotá D.C,4.691,-74.055,90.0,"$195,838.76"
house,Bogotá D.C,4.699,-74.047,180.0,"$388,300.99"
house,Bogotá D.C,4.708,-74.065,222.0,"$253,239.78"
house,Bogotá D.C,4.688,-74.058,89.0,"$145,190.80"
apartment,Santander,7.1177855014,-73.1078546455,112.0,"$175,579.58"
house,Valle del Cauca,3.413,-76.529,362.0,"$121,555.09"
house,Cundinamarca,4.331,-74.368,105.0,"$101,295.91"
house,Bogotá D.C,4.701,-74.056,286.0,"$297,134.67"
house,Bogotá D.C,4.696,-74.062,130.0,"$287,005.08"
house,Bogotá D.C,4.679,-74.053,140.0,"$253,239.78"
house,Bogotá D.C,4.63,-74.062,186.0,"$337,653.04"
house,Cundinamarca,4.865,-74.051,223.0,"$404,845.99"
house,Bogotá D.C,4.696,-74.102,287.0,"$155,320.39"
house,Cundinamarca,4.871,-74.037,411.0,"$540,244.86"
house,Bogotá D.C,4.724,-74.063,135.0,"$216,097.94"
house,Atlántico,11.016,-74.82,105.0,"$81,036.72"
house,Bogotá D.C,4.737,-74.077,217.0,"$287,005.08"
house,Bogotá D.C,4.694,-74.064,67.0,"$129,996.42"
house,Bogotá D.C,4.731,-74.061,112.0,"$163,761.72"
house,Valle del Cauca,3.422,-76.543,300.0,"$209,344.88"
house,Valle del Cauca,3.53,-76.301,243.0,"$151,943.86"
house,Bogotá D.C,4.734,-74.053,75.0,"$84,413.26"
house,Antioquia,6.241,-75.552,70.0,"$106,360.70"
house,Atlántico,11.004,-74.807,120.0,"$135,061.21"
apartment,Cundinamarca,4.7050924729,-74.0446686311,76.0,"$168,000.96"
house,Bogotá D.C,4.756,-74.07,169.0,"$185,709.17"
house,Caldas,5.067,-75.518,287.0,"$121,555.09"
house,Atlántico,10.967,-74.768,98.0,"$115,006.88"
house,Bogotá D.C,4.716,-74.064,123.0,"$141,814.27"
house,Bolívar,10.375,-75.483,87.0,"$232,980.59"
house,Valle del Cauca,3.438,-76.538,183.0,"$87,789.79"
house,Cundinamarca,4.917,-74.096,435.0,"$438,948.95"
house,Bogotá D.C,4.698,-74.041,132.0,"$212,721.41"
house,Bogotá D.C,4.729,-74.038,135.0,"$145,190.80"
house,Bogotá D.C,4.726,-74.065,80.0,"$138,437.74"
house,Atlántico,11.014,-74.844,136.0,"$145,190.80"
house,Atlántico,10.999,-74.803,64.0,"$104,672.44"
house,Bogotá D.C,4.732,-74.061,207.0,"$347,782.63"
house,Atlántico,10.977,-74.807,147.0,"$94,542.85"
house,Atlántico,11.016,-74.815,110.0,"$87,789.79"
house,Bogotá D.C,4.725,-74.038,76.0,"$118,178.56"
house,Bogotá D.C,4.685,-74.056,101.0,"$200,903.55"
house,Bogotá D.C,4.618,-74.113,113.0,"$151,943.86"
house,Valle del Cauca,3.267,-76.55,350.0,"$168,826.52"
house,Valle del Cauca,3.38,-76.514,180.0,"$89,478.05"
house,Bogotá D.C,4.704,-74.059,74.0,"$108,048.97"
house,Bogotá D.C,4.642,-74.154,73.0,"$86,101.52"
house,Antioquia,6.554,-75.829,175.0,"$121,555.09"
apartment,Cundinamarca,4.7328158891,-74.0440803137,97.0,"$135,429.34"
house,Bogotá D.C,4.748,-74.09,83.0,"$74,283.66"
house,Antioquia,6.057394,-75.502792,170.0,"$253,239.78"
house,Bogotá D.C,4.701,-74.068,200.0,"$236,323.36"
house,Antioquia,6.228,-75.578,206.0,"$185,675.40"
house,Cundinamarca,4.918,-74.025,164.0,"$192,462.23"
house,Bogotá D.C,4.678,-74.054,69.0,"$209,344.88"
apartment,Santander,8.88996,-75.53526,81.0,"$101,295.91"
house,Bogotá D.C,4.692,-74.079,84.0,"$137,762.44"
house,Cundinamarca,5.001,-74.339,150.0,"$121,555.09"
house,Bogotá D.C,4.693,-74.052,125.0,"$232,980.59"
house,Bogotá D.C,4.696,-74.074,269.0,"$236,357.12"
house,Bogotá D.C,4.755,-74.023,65.0,"$74,283.66"
house,Atlántico,11.001,-74.951,92.0,"$96,568.76"
house,Cundinamarca,4.708,-74.214,72.0,"$62,465.81"
house,Bogotá D.C,4.747,-74.113,71.0,"$87,789.79"
house,Atlántico,11.016,-74.821,170.0,"$108,048.97"
house,Bogotá D.C,4.729,-74.04,71.0,"$111,425.50"
house,Bogotá D.C,4.72,-74.051,108.0,"$198,202.33"
house,Caldas,5.052,-75.485,120.0,"$97,919.38"
house,Bogotá D.C,4.715,-74.031,152.0,"$270,122.43"
house,Bogotá D.C,4.692,-74.034,105.0,"$425,442.83"
house,Valle del Cauca,3.438,-76.523,340.0,"$108,048.97"
house,Cundinamarca,4.92,-74.027,350.0,"$438,948.95"
house,Bogotá D.C,4.725,-74.029,208.0,"$202,591.82"
house,Valle del Cauca,3.452,-76.532,110.0,"$140,126.01"
house,Bogotá D.C,4.721,-74.036,68.0,"$131,684.68"
house,Bogotá D.C,4.725,-74.029,161.0,"$270,122.43"
house,Bogotá D.C,4.648,-74.084,121.0,"$178,956.11"
house,Bogotá D.C,4.718,-74.046,79.0,"$136,749.48"
house,Bogotá D.C,4.717,-74.046,110.0,"$253,239.78"
house,Atlántico,10.988,-74.803,116.0,"$91,166.32"
house,Bogotá D.C,4.693,-74.042,186.0,"$337,653.04"
house,Bogotá D.C,4.668,-74.047,94.0,"$312,315.38"
house,Bogotá D.C,4.68,-74.055,107.0,"$287,005.08"
house,Bogotá D.C,4.694,-74.033,150.0,"$283,628.55"
house,Bogotá D.C,4.717,-74.031,144.0,"$162,073.45"
house,Bogotá D.C,4.677,-74.054,125.0,"$386,343.62"
house,Atlántico,11.022,-74.863,137.0,"$150,255.60"
house,Cundinamarca,4.391,-74.397,270.0,"$77,660.19"
house,Bogotá D.C,4.711,-74.072,80.0,"$114,464.38"
house,Valle del Cauca,3.456,-76.523,400.0,"$219,474.47"
house,Bogotá D.C,4.678,-74.045,94.0,"$135,061.21"
house,Valle del Cauca,3.365,-76.539,375.0,"$303,887.73"
house,Atlántico,11.011,-74.812,132.0,"$151,943.86"
apartment,Magdalena,,,285.0,"$288,018.04"
house,Bogotá D.C,4.578,-74.093,316.0,"$64,120.31"
house,Bogotá D.C,4.688,-74.089,294.0,"$113,113.76"
house,Bogotá D.C,4.711,-74.072,88.0,"$104,672.44"
house,Atlántico,11.016,-74.821,160.0,"$141,814.27"
house,Atlántico,11.004,-74.807,74.0,"$94,542.85"
house,Atlántico,11.013,-74.813,151.0,"$162,073.45"
house,Bogotá D.C,4.618,-74.156,295.0,"$438,948.95"
house,Atlántico,10.983,-74.773,76.0,"$74,283.66"
house,Cundinamarca,4.918,-74.025,325.0,"$371,418.34"
apartment,Bogotá D.C,4.6463206,-74.0608127,126.0,"$257,144.32"
house,Cundinamarca,4.865,-74.044,100.0,"$101,295.91"
house,Bogotá D.C,4.696,-74.083,106.0,"$165,449.99"
house,Bogotá D.C,4.696,-74.054,242.0,"$404,845.99"
house,Valle del Cauca,3.262,-76.541,167.0,"$111,425.50"
house,Valle del Cauca,3.406,-76.534,160.0,"$219,474.47"
house,Bogotá D.C,4.709,-74.03,77.0,"$119,866.82"
apartment,Cundinamarca,,,71.0,"$133,715.04"
house,Valle del Cauca,3.472,-76.526,80.0,"$74,283.66"
house,Bogotá D.C,4.727,-74.06,104.0,"$185,709.17"
house,Bogotá D.C,4.671,-74.043,154.0,"$540,244.86"
house,Atlántico,11.015,-74.822,134.0,"$179,969.07"
house,Atlántico,11.024,-74.861,120.0,"$130,923.84"
house,Bogotá D.C,4.678,-74.042,185.0,"$506,479.56"
house,Bogotá D.C,4.729,-74.071,199.0,"$222,851.00"
house,Bogotá D.C,4.705,-74.047,140.0,"$205,968.35"
house,Atlántico,11.004,-74.817,180.0,"$155,320.39"
house,Valle del Cauca,3.477,-76.526,345.0,"$145,190.80"
house,Cundinamarca,4.874,-74.053,400.0,"$371,418.34"
house,Bogotá D.C,4.702,-74.057,280.0,"$330,900.01"
house,Caldas,5.067,-75.518,280.0,"$118,178.56"
house,Atlántico,10.999,-74.798,148.0,"$183,849.02"
house,Bogotá D.C,4.687,-74.043,180.0,"$438,948.95"
house,Valle del Cauca,3.452,-76.532,250.0,"$94,542.85"
house,Atlántico,11.004,-74.807,119.0,"$162,073.45"
house,Cundinamarca,4.85,-74.05,289.0,"$266,745.90"
house,Bogotá D.C,4.807,-74.03,280.0,"$557,127.51"
house,Bogotá D.C,4.687,-74.06,297.0,"$405,183.64"
house,Cundinamarca,4.866,-74.064,170.0,"$185,709.17"
house,Bogotá D.C,4.739,-74.046,93.0,"$76,984.89"
house,Bogotá D.C,4.681,-74.14,218.0,"$91,166.32"
house,Antioquia,6.15028325,-75.37891388,290.0,"$320,770.38"
house,Valle del Cauca,3.398,-76.536,380.0,"$128,308.15"
house,Bogotá D.C,4.724,-74.023,135.0,"$212,721.41"
house,Atlántico,11.021,-74.811,196.0,"$118,178.56"
house,Bogotá D.C,4.658,-74.048,102.0,"$287,005.08"
house,Atlántico,11.018,-74.821,236.0,"$199,215.29"
house,Bogotá D.C,4.704,-74.055,100.0,"$185,709.17"
house,Bogotá D.C,4.7,-74.052,102.0,"$151,943.86"
house,Atlántico,11.012,-74.823,190.0,"$237,370.08"
house,Bogotá D.C,4.768,-74.046,90.0,"$94,542.85"
house,Meta,4.264,-73.552,287.0,"$506,479.56"
house,Bogotá D.C,4.729,-74.038,135.0,"$145,190.80"
house,Bogotá D.C,4.713,-74.125,434.0,"$209,344.88"
house,Atlántico,11.013,-74.82,170.0,"$141,814.27"
house,Atlántico,11.017,-74.837,187.0,"$229,604.06"
house,Bogotá D.C,4.673,-74.051,250.0,"$539,907.21"
house,Bogotá D.C,4.683,-74.053,125.0,"$232,980.59"
house,Valle del Cauca,3.428,-76.542,447.0,"$128,308.15"
house,Valle del Cauca,3.452,-76.532,223.0,"$124,931.62"
house,Valle del Cauca,3.457,-76.51,297.0,"$253,239.78"
house,Valle del Cauca,3.373,-76.517,84.0,"$67,530.60"
house,Bogotá D.C,4.562,-74.13,340.0,"$455,831.60"
house,Valle del Cauca,3.412,-76.558,108.0,"$84,413.26"
house,Valle del Cauca,3.414,-76.532,155.0,"$287,005.08"
house,Antioquia,,,200.0,"$134,723.56"
house,Valle del Cauca,3.801,-76.641,220.0,"$185,709.17"
house,Valle del Cauca,3.414,-76.532,330.0,"$91,166.32"
house,Cundinamarca,,,365.0,"$539,907.21"
house,Atlántico,11.011,-74.819,217.0,"$222,851.00"
house,Bogotá D.C,4.724,-74.037,78.0,"$118,178.56"
house,Valle del Cauca,3.433,-76.542,66.0,"$93,026.78"
house,Bogotá D.C,4.765,-74.042,137.0,"$128,308.15"
house,Atlántico,11.024,-74.861,107.0,"$111,425.50"
house,Bogotá D.C,4.692,-74.04,102.0,"$212,721.41"
house,Bogotá D.C,4.721,-74.068,145.0,"$195,838.76"
house,Valle del Cauca,3.333,-76.534,153.0,"$151,943.86"
apartment,Magdalena,,,112.0,"$99,269.99"
house,Antioquia,6.165,-75.591,186.0,"$207,251.43"
house,Atlántico,10.991,-74.818,170.0,"$141,814.27"
house,Atlántico,11.009,-74.835,122.0,"$150,255.60"
house,Bogotá D.C,4.771,-74.027,160.0,"$253,239.78"
house,Bogotá D.C,4.661,-74.109,80.0,"$87,789.79"
house,Bogotá D.C,4.694,-74.067,103.0,"$185,709.17"
house,Atlántico,11.015,-74.822,128.0,"$104,672.44"
house,Santander,3.975,-76.32639,216.0,"$74,283.66"
house,Atlántico,11.01,-74.809,227.0,"$387,068.56"
house,Bogotá D.C,4.687,-74.056,78.0,"$148,567.33"
house,Bogotá D.C,4.708,-74.032,85.0,"$181,034.70"
house,Valle del Cauca,3.442,-76.525,411.0,"$118,853.87"
house,Bogotá D.C,4.626,-74.124,125.0,"$126,619.89"
house,Bogotá D.C,4.706,-74.056,130.0,"$145,190.80"
house,Valle del Cauca,3.401703,-76.539243,360.0,"$121,555.09"
house,Atlántico,11.014,-74.822,119.0,"$156,704.77"
house,Bogotá D.C,4.667,-74.064,70.0,"$121,555.09"
house,Antioquia,6.241542,-75.564877,160.0,"$94,542.85"
house,Bogotá D.C,4.685,-74.044,90.0,"$178,956.11"
house,Valle del Cauca,3.445,-76.54,118.0,"$168,826.52"
house,Bogotá D.C,4.669,-74.05,198.0,"$405,183.64"
house,Atlántico,11.015,-74.82,207.0,"$274,986.51"
house,Bogotá D.C,4.618,-74.07,91.0,"$219,474.47"
house,Atlántico,10.987,-74.794,142.0,"$108,048.97"
house,Cundinamarca,4.863,-74.054,240.0,"$138,437.74"
house,Quindío,4.461,-75.667,240.0,"$101,295.91"
house,Bogotá D.C,4.645,-74.054,72.0,"$151,943.86"
house,Bolívar,10.443,-75.524,117.0,"$111,425.50"
house,Cundinamarca,4.865,-74.044,100.0,"$101,295.91"
apartment,Bogotá D.C,,,74.0,"$74,283.66"
house,Bogotá D.C,4.566,-74.147,300.0,"$300,511.20"
apartment,Antioquia,6.2440156,-75.5913036,73.0,"$89,143.36"
house,Valle del Cauca,3.356,-76.542,195.0,"$212,721.41"
house,Cundinamarca,4.896,-74.033,340.0,"$405,183.64"
house,Bogotá D.C,4.669,-74.042,287.0,"$506,479.56"
house,Bogotá D.C,4.7,-74.051,134.0,"$232,980.59"
house,Antioquia,6.151,-75.617,93.0,"$111,425.50"
apartment,Antioquia,6.057394,-75.502792,115.0,"$84,413.26"
house,Antioquia,6.253,-75.565,181.0,"$192,462.23"
house,Atlántico,11.014,-74.82,190.0,"$151,943.86"
house,Atlántico,10.956,-74.831,109.0,"$101,295.91"
house,Bogotá D.C,4.687,-74.05,93.0,"$213,734.37"
house,Cundinamarca,4.855,-74.054,170.0,"$150,255.60"
house,Atlántico,11.023,-74.869,106.0,"$108,730.62"
house,Bogotá D.C,4.681,-74.053,111.0,"$192,462.23"
house,Bogotá D.C,4.727,-74.04,71.0,"$94,542.85"
house,Valle del Cauca,3.433,-76.542,123.0,"$175,239.90"
house,Atlántico,10.995,-74.813,136.0,"$84,413.26"
house,Bogotá D.C,4.704,-74.055,90.0,"$232,980.59"
house,Valle del Cauca,3.393,-76.53,98.0,"$94,542.85"
house,Bogotá D.C,4.713,-74.031,167.0,"$337,653.04"
house,Cundinamarca,4.717,-73.966,300.0,"$202,591.82"
house,Cundinamarca,4.331,-74.368,100.0,"$86,101.52"
house,Cundinamarca,4.721,-73.969,255.0,"$523,362.21"
house,Bogotá D.C,4.737148,-74.045582,240.0,"$141,814.27"
house,Atlántico,11.003,-74.806,117.0,"$201,241.21"
house,Bogotá D.C,4.673,-74.053,121.0,"$446,309.91"
house,Bogotá D.C,4.743,-74.092,68.0,"$74,283.66"
house,Bogotá D.C,4.633,-74.113,90.0,"$134,048.25"
house,Bogotá D.C,4.593,-74.083,182.0,"$270,122.43"
house,Bogotá D.C,4.669,-74.069,210.0,"$135,061.21"
house,Atlántico,11.042,-74.825,70.0,"$87,789.79"
house,Atlántico,10.964,-74.797,134.0,"$168,866.53"
house,Bogotá D.C,4.694,-74.054,83.0,"$199,215.29"
house,Magdalena,,,340.0,"$164,099.37"
house,Meta,4.162,-73.64,70.0,"$94,542.85"
house,Bogotá D.C,4.646,-74.084,95.0,"$118,178.56"
house,Bogotá D.C,4.698,-74.035,110.0,"$202,591.82"
house,Antioquia,6.252,-75.43,200.0,"$170,177.13"
house,Atlántico,10.998,-74.823,419.0,"$236,357.12"
house,Bogotá D.C,4.679,-74.041,193.0,"$557,127.51"
house,Atlántico,11.016,-74.819,168.0,"$135,061.21"
house,Cundinamarca,4.842,-74.059,254.0,"$253,239.78"
house,Antioquia,6.057394,-75.502792,161.0,"$216,097.94"
house,Valle del Cauca,3.413,-76.529,85.0,"$77,660.19"
house,Bogotá D.C,4.63,-74.135,130.0,"$232,980.59"
house,Atlántico,11.001,-74.804,170.0,"$128,308.15"
house,Bogotá D.C,4.81,-74.046,400.0,"$570,633.63"
house,Bogotá D.C,4.621,-74.124,405.0,"$178,956.11"
house,Bogotá D.C,4.621,-74.138,133.0,"$128,308.15"
house,Bogotá D.C,4.688,-74.055,175.0,"$354,535.69"
house,Bogotá D.C,4.742,-74.028,72.0,"$91,164.63"
house,Bogotá D.C,4.721,-74.03,168.0,"$273,498.96"
house,Bogotá D.C,4.666,-74.131,94.0,"$118,178.56"
house,Atlántico,10.988,-74.824,260.0,"$129,996.42"
house,Bogotá D.C,4.705,-74.039,186.0,"$276,875.49"
house,Atlántico,10.964,-74.797,200.0,"$135,061.21"
house,Bogotá D.C,4.69,-74.047,87.0,"$195,838.76"
house,Cundinamarca,4.866,-74.057,168.0,"$287,005.08"
house,Antioquia,6.253,-75.565,168.0,"$94,542.85"
house,Bogotá D.C,4.666,-74.051,183.0,"$405,183.64"
house,Valle del Cauca,3.801,-76.641,200.0,"$141,814.27"
house,Valle del Cauca,3.452,-76.532,280.0,"$189,085.70"
house,Bogotá D.C,4.729,-74.048,187.0,"$320,770.38"
house,Bogotá D.C,4.704,-74.029,102.0,"$405,183.64"
house,Bogotá D.C,4.705,-74.042,130.0,"$199,215.29"
house,Bogotá D.C,4.69,-74.052,145.0,"$391,677.52"
apartment,Bogotá D.C,4.768779,-74.032726,100.0,"$104,672.44"
house,Bogotá D.C,4.675,-74.055,167.0,"$253,239.78"
house,Atlántico,10.991,-74.823,270.0,"$236,357.12"
house,Cundinamarca,,,140.0,"$181,715.32"
house,Bogotá D.C,4.796,-74.067,191.0,"$249,863.25"
house,Atlántico,11.013,-74.812,205.0,"$337,653.04"
house,Bogotá D.C,4.732,-74.025,167.0,"$462,935.82"
house,Bogotá D.C,4.684,-74.121,218.0,"$516,771.22"
house,Atlántico,11.007,-74.824,64.0,"$86,547.22"
house,Valle del Cauca,3.452,-76.535,115.0,"$94,542.85"
house,Bogotá D.C,4.684,-74.045,86.0,"$141,814.27"
house,Valle del Cauca,3.436,-76.519,198.0,"$91,166.32"
house,Antioquia,6.236,-75.602,133.0,"$99,607.64"
house,Bogotá D.C,4.756,-74.07,121.0,"$155,320.39"
house,Bogotá D.C,4.609,-74.151,153.0,"$118,178.56"
house,Bogotá D.C,4.752,-74.054,70.0,"$82,724.99"
house,Bogotá D.C,4.63,-74.106,68.0,"$79,348.46"
house,Antioquia,6.557,-75.827,118.0,"$192,462.23"
apartment,Cundinamarca,,,130.0,"$233,144.18"
house,Cundinamarca,4.918,-74.025,168.0,"$234,668.86"
house,Bogotá D.C,4.753,-74.099,76.0,"$64,154.07"
house,Bolívar,10.412,-75.485,82.0,"$63,613.83"
house,Bogotá D.C,4.726,-74.042,102.0,"$144,177.84"
house,Cundinamarca,4.847,-74.062,105.0,"$141,814.27"
house,Bogotá D.C,4.673,-74.045,93.0,"$303,887.73"
house,Bogotá D.C,4.769,-74.032,144.0,"$135,061.21"
house,Bogotá D.C,4.643,-74.077,108.0,"$162,073.45"
house,Atlántico,11.008,-74.815,210.0,"$219,474.47"
house,Bogotá D.C,4.706,-74.041,78.0,"$126,619.89"
house,Bogotá D.C,4.715,-74.029,146.0,"$248,174.98"
house,Atlántico,11.013,-74.805,103.0,"$100,132.22"
house,Atlántico,10.946,-74.794,280.0,"$87,789.79"
house,Valle del Cauca,3.457,-76.522,246.0,"$128,308.15"
house,Cundinamarca,4.992,-74.344,360.0,"$438,948.95"
house,Bogotá D.C,4.649,-74.084,165.0,"$209,344.88"
house,Bogotá D.C,4.714,-74.03,170.0,"$330,899.98"
house,Bogotá D.C,4.704,-74.047,110.0,"$200,903.55"
house,Bogotá D.C,4.615,-74.208,231.0,"$227,915.80"
house,Bogotá D.C,4.743,-74.062,70.0,"$97,412.90"
house,Bogotá D.C,4.709,-74.056,110.0,"$114,802.03"
house,Bogotá D.C,4.62,-74.147,200.0,"$135,061.21"
house,Valle del Cauca,3.413,-76.529,185.0,"$108,048.97"
house,Bogotá D.C,4.752,-74.054,70.0,"$87,789.79"
house,Bogotá D.C,4.734,-74.06,145.0,"$185,709.17"
house,Valle del Cauca,3.486,-76.52,350.0,"$185,709.17"
